sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_radv
1,2,M3.5,3562.68,0.47,0.49,0.220,[Fe/H],-1.583,4.77,3.000,6.51372,1.0000,-15.30
1,2,M3.5,3562.68,0.47,0.49,0.220,[Fe/H],-1.583,4.79,3.000,6.51372,1.0000,-15.30
2,1,K1V,5182.00,0.77,0.93,-0.220,[Fe/H],-0.390,4.63,11.300,2.51158,2.3700,55.23
1,4,M4 V,3293.74,0.30,0.32,0.213,[Fe/H],-1.907,4.87,1.000,10.86557,0.1600,-1.60
1,4,M4 V,3293.74,0.30,0.32,0.213,[Fe/H],-1.907,4.87,1.000,10.86557,0.1600,-1.60
1,4,M4 V,3293.74,0.30,0.32,0.213,[Fe/H],-1.907,4.87,1.000,10.86557,0.1600,-1.60
1,4,M2.5V,3271.00,0.30,0.32,0.213,[Fe/H],-1.907,4.87,1.000,10.86557,0.1600,-1.60
1,2,M1 V,3688.00,0.47,0.49,-0.060,[Fe/H],-1.434,4.78,2.880,6.05563,2.5000,8.17
1,2,M1 V,3688.00,0.47,0.49,-0.060,[Fe/H],-1.434,4.78,2.880,6.05563,2.5000,8.17
1,2,M4.5 V,3305.00,0.18,0.15,,,-2.566,5.10,,36.04136,,
1,2,M4.5 V,3305.00,0.18,0.15,,,-2.566,5.10,,36.04136,,
1,1,M2,3785.00,0.58,0.60,0.140,[Fe/H],-1.052,4.67,,4.11988,,-38.47
1,3,K6 V,4340.00,0.60,0.61,-0.260,[m/H],-0.942,4.66,10.000,3.97000,2.0000,31.95
1,3,K6 V,4340.00,0.60,0.61,-0.260,[m/H],-0.942,4.66,10.000,3.76000,2.0000,31.95
1,3,K6 V,4340.00,0.60,0.61,-0.260,[m/H],-0.942,4.66,10.000,3.76000,2.0000,31.95
1,1,K7e V,4360.00,1.94,0.70,-0.350,[Fe/H],-0.072,3.65,0.001,,6.3300,
1,1,K7,4200.00,0.90,0.90,-0.060,[Fe/H],-0.420,4.37,0.005,1.32072,4.2400,-4.59
1,1,M3,4031.81,0.45,0.33,0.100,[Fe/H],-1.602,4.78,0.100,6.89528,23.0000,-1.60
1,1,M1,3879.00,0.56,0.56,0.060,[Fe/H],-1.222,4.69,,4.44497,,-9.70
2,1,M1.5 V,3805.00,0.51,0.52,0.130,[Fe/H],-1.306,4.69,,4.79974,2.0000,-5.78
1,1,M1.0 V,3656.00,0.43,0.43,-0.230,[Fe/H],-1.530,4.87,,7.14549,2.4900,-10.09
2,1,G0 V,5980.00,1.17,1.15,0.130,[Fe/H],0.225,4.36,3.600,0.90800,2.2000,-2.98
1,2,K4,4780.00,0.68,0.81,0.310,[Fe/H],-0.567,4.66,6.500,3.70008,1.5000,-63.24
1,2,K4,4780.00,0.68,0.81,0.310,[Fe/H],-0.564,4.66,6.500,3.70008,1.5000,-63.24
1,1,K4,4650.00,0.70,0.73,-0.290,[Fe/H],-0.678,4.61,2.500,2.20500,0.5000,-40.51
1,2,G4,5653.00,1.76,1.32,0.460,[Fe/H],0.346,4.13,5.000,0.23563,1.6600,14.69
1,2,G4,5653.00,1.76,1.32,0.460,[Fe/H],0.346,4.13,5.000,0.23563,1.6600,14.69
2,1,F5 V,6600.00,1.82,2.65,0.110,[Fe/H],0.644,4.25,1.600,0.62000,8.1800,-20.81
1,1,G5,5568.00,1.07,1.00,0.220,[Fe/H],0.000,4.38,6.800,1.14000,2.0000,31.23
3,1,F8,6158.00,1.24,1.22,0.170,[Fe/H],0.294,4.34,2.000,1.10400,3.5000,-16.83
1,2,K,5246.00,0.87,0.99,0.000,[Fe/H],-0.289,4.53,7.800,2.08000,0.3000,20.13
1,2,K,5336.96,0.84,0.92,0.051,[M/H],-0.289,4.55,7.800,2.19868,0.3000,20.13
1,1,K2,4803.00,0.75,0.77,0.100,[Fe/H],-0.569,4.57,12.400,2.94000,0.5000,-11.92
1,1,K1,4990.00,0.82,0.84,0.230,[Fe/H],-0.432,4.54,8.800,2.32555,0.7000,-20.22
1,1,F8,6380.00,1.39,1.33,0.180,[Fe/H],0.530,4.16,1.440,0.43400,20.8000,-0.22
1,1,K3,4595.00,0.69,0.76,0.350,[Fe/H],-0.721,4.63,6.700,2.36000,2.1000,-18.81
1,1,G3,5588.00,1.21,1.24,0.010,[Fe/H],0.025,4.33,10.200,1.00000,3.5000,-53.19
2,1,G5 V,5302.00,1.11,1.13,0.240,[Fe/H],-0.114,4.36,12.400,1.16000,0.5000,12.64
1,1,G0,5905.00,0.96,0.58,0.150,[Fe/H],0.199,4.33,4.000,0.92000,8.5000,-14.26
2,1,F8,6373.00,1.38,1.37,-0.160,[Fe/H],0.408,4.27,2.800,0.74000,10.0000,-2.09
1,1,G5,5519.00,0.92,1.01,0.294,[Fe/H],-0.152,4.52,3.200,1.84000,0.5000,-12.51
1,1,K1,5079.00,0.87,1.12,-0.040,[Fe/H],-0.359,4.56,9.000,2.37000,1.8000,14.72
2,1,G8,5316.00,0.86,0.92,0.300,[M/H],-0.269,4.53,4.400,1.99758,0.4000,-15.77
1,1,G3,5680.00,1.10,1.02,0.120,[Fe/H],0.053,4.36,6.100,1.24374,0.2000,43.88
2,1,F8,6087.00,1.30,1.45,0.210,[Fe/H],0.272,4.34,2.200,0.93000,3.9000,-21.67
2,1,K,5185.00,0.87,1.06,0.270,[Fe/H],-0.360,4.56,1.600,2.28000,1.4000,-23.38
2,1,F7,6304.00,1.31,1.55,0.130,[Fe/H],0.312,4.36,1.000,0.98000,2.2000,45.51
1,1,,6065.00,1.39,1.31,0.150,[Fe/H],0.433,4.26,3.170,0.69000,0.5000,-2.40
2,1,,6001.00,1.37,1.13,-0.160,[Fe/H],0.338,4.22,2.700,0.62500,20.7000,-23.21
2,1,F4,6446.00,1.79,1.82,0.050,[Fe/H],0.618,4.15,2.300,0.45000,13.7000,23.03
1,1,,6442.00,1.53,1.39,0.220,,0.600,4.21,1.700,0.50500,24.0000,-49.26
3,1,,6096.00,1.44,1.24,0.110,,0.383,4.21,3.500,0.59000,0.5000,40.95
1,1,G5 V,5620.00,1.04,1.03,0.250,[Fe/H],0.022,4.42,6.600,1.08900,3.5800,-16.29
1,1,,5500.00,0.88,0.93,0.030,,-0.208,4.51,3.600,1.87000,3.0700,-20.53
1,1,G5,5330.00,0.92,0.89,0.060,,-0.208,4.37,10.100,1.20784,0.4000,-19.70
2,1,,6430.00,1.62,1.40,0.190,,0.607,4.07,2.000,0.34949,12.7000,28.42
2,1,F,5860.00,1.62,0.56,0.240,,0.431,4.14,3.900,0.43700,5.8300,-1.58
1,1,,6080.00,1.94,1.03,0.220,[Fe/H],0.778,3.93,2.700,0.20000,6.9000,-25.00
2,1,,6390.00,2.05,2.56,0.210,[Fe/H],0.628,4.14,2.200,0.42000,19.6000,31.68
1,1,,5743.00,1.53,1.18,0.270,[Fe/H],0.356,4.14,5.200,0.52838,3.5000,20.26
1,1,F9,5645.00,1.10,1.05,0.230,[Fe/H],0.045,4.37,5.700,1.05193,2.4000,-4.86
1,2,,5295.00,0.95,0.94,0.330,[Fe/H],-0.194,4.46,7.500,1.09993,0.2000,-33.45
1,2,,5295.00,0.95,0.94,0.330,[Fe/H],-0.194,4.46,7.500,1.09993,0.2000,-33.45
1,1,,6330.00,1.32,1.26,0.070,[Fe/H],0.400,4.30,2.000,0.45731,9.3000,23.90
1,1,,6120.00,1.40,1.28,0.300,[Fe/H],0.391,4.25,2.500,0.91530,4.9000,-20.91
1,1,F,6820.00,2.06,2.22,0.070,[Fe/H],0.814,4.10,1.500,0.36000,16.0000,15.15
1,1,G,5960.00,1.12,1.04,0.240,[Fe/H],0.187,4.37,2.600,1.04000,2.6000,7.61
1,1,F5,6280.00,1.70,1.27,-0.180,[Fe/H],0.603,4.07,3.370,0.35700,8.9000,6.25
1,1,G7,5449.00,1.04,0.98,0.270,[Fe/H],-0.066,4.39,8.200,1.22300,1.7000,-27.56
1,1,K1,5131.00,0.89,0.89,0.280,[Fe/H],-0.305,4.48,9.400,1.75000,0.6000,61.50
1,1,,5956.00,1.21,1.09,0.000,[Fe/H],0.217,4.31,4.670,0.87000,4.1000,-16.99
1,1,K7,4390.00,0.62,0.65,-0.127,[Fe/H],-0.902,4.67,3.900,2.08306,2.3500,31.85
1,1,,5808.00,1.01,1.01,-0.030,[Fe/H],0.064,4.43,4.200,1.22933,1.8000,-9.42
1,1,F8,6566.00,1.47,1.42,0.000,[Fe/H],0.553,3.39,2.010,0.63000,40.0600,35.11
3,1,A8 V,6330.00,1.85,2.77,-0.250,[Fe/H],0.806,4.25,1.000,0.62000,102.1000,-5.99
1,1,,6570.00,1.62,1.79,-0.130,[Fe/H],0.553,4.22,2.300,0.59000,7.8000,-22.70
1,1,G2,5835.00,1.86,1.21,0.100,[Fe/H],0.555,3.98,5.460,0.26600,7.1000,
1,1,G0,6002.00,1.88,1.25,0.035,[Fe/H],0.615,3.99,4.660,0.26900,7.5700,1.94
2,1,,6406.00,2.55,1.64,-0.080,[Fe/H],0.939,3.85,1.240,0.09809,35.8000,-1.40
1,1,K,4508.00,0.67,0.68,-0.059,[Fe/H],-0.779,4.62,11.100,3.16500,0.0000,
1,1,,7394.00,1.93,1.65,-0.069,[Fe/H],1.000,4.11,1.270,0.36453,77.4400,0.78
2,1,,6389.00,2.00,1.56,0.260,[Fe/H],0.814,4.07,2.070,0.27000,3.8000,-10.05
1,1,,8450.00,1.86,1.89,-0.059,[Fe/H],1.223,4.18,0.600,0.40362,99.8500,25.26
3,1,F6,6200.00,1.57,1.27,0.010,[Fe/H],0.519,4.15,3.400,0.46000,11.5000,-22.38
1,1,F7,6350.00,1.34,1.28,0.120,[Fe/H],0.418,4.29,1.600,0.75500,11.9000,22.67
1,1,,5870.00,1.04,0.99,0.060,,0.041,4.59,6.000,2.18527,2.5200,-10.44
1,1,,5880.00,1.10,1.10,0.150,[Fe/H],0.117,4.39,3.300,1.15000,5.6800,-28.09
1,1,G0,6563.00,1.54,1.33,0.030,[Fe/H],0.403,4.19,7.700,0.47900,3.8000,-58.32
1,1,F,6357.00,1.17,1.16,-0.100,[Fe/H],0.863,4.36,2.360,0.26900,6.5700,-21.66
1,1,,5523.00,0.89,0.96,0.050,[Fe/H],-0.321,4.52,2.500,1.93000,2.8200,25.80
1,1,,5346.00,0.93,0.97,0.330,[Fe/H],-0.173,4.48,4.900,1.68200,3.8000,30.19
1,1,G9 V,5311.00,0.92,0.87,0.000,[Fe/H],-0.204,4.45,11.000,1.57000,4.1800,-54.15
1,1,G3 V,5738.00,1.24,0.97,-0.100,[Fe/H],0.173,4.24,9.500,0.72000,6.1700,31.59
1,1,G V,5846.00,1.09,1.13,0.300,[Fe/H],0.093,4.42,2.100,1.22000,3.7300,22.94
1,1,G V,5600.00,1.02,1.04,0.280,[Fe/H],-0.032,4.44,4.200,1.37000,6.2300,7.66
1,1,K,5227.00,0.90,0.88,0.150,[Fe/H],-0.268,4.48,9.700,1.43916,1.5000,
1,1,K V,4803.00,0.69,0.76,0.000,[Fe/H],-0.646,4.64,,3.28000,0.5000,-7.37
1,1,G V,5780.00,1.20,1.12,0.280,[Fe/H],0.155,4.33,4.200,0.91000,4.6200,-13.37
1,1,F V,6125.00,1.12,1.07,-0.229,[Fe/H],0.190,4.37,3.700,1.05900,9.4400,-3.26
1,1,G,5715.00,1.11,0.99,0.020,[Fe/H],0.068,4.35,7.500,1.03000,3.8800,31.66
1,1,F,6071.00,2.04,1.30,-0.020,[Fe/H],0.704,3.94,4.040,0.21800,7.4800,-12.52
1,1,F,6438.00,1.74,1.42,0.090,[Fe/H],0.669,4.11,2.300,0.37900,9.3200,-3.58
1,1,G,5498.00,0.92,0.93,0.010,[Fe/H],-0.157,4.48,6.200,1.67000,2.6000,-8.65
1,1,G,5670.00,1.07,1.03,0.160,[Fe/H],0.029,4.39,5.500,1.17000,2.3500,-19.72
1,1,F,6351.00,1.40,1.21,-0.157,[Fe/H],0.456,4.22,3.200,0.62000,9.1200,
2,1,G,5943.00,1.06,1.09,0.060,[Fe/H],0.097,4.42,2.300,1.29000,4.1100,-0.08
1,1,,6050.00,1.87,1.27,0.000,[Fe/H],0.619,4.00,4.300,0.27500,7.0100,-8.70
1,1,,5700.00,1.10,1.10,0.390,[Fe/H],0.057,4.40,3.500,1.17000,3.5600,12.42
1,1,,5659.00,1.02,1.06,0.290,[Fe/H],-0.018,4.45,3.000,1.40000,3.8700,11.08
1,1,,5380.00,0.98,0.95,0.250,[Fe/H],-0.140,4.43,7.700,1.44000,4.0700,17.74
1,1,,6300.00,1.43,1.32,0.210,[Fe/H],0.465,4.24,2.130,0.62800,8.6600,-14.18
1,1,G0 V,5950.00,1.10,1.10,0.150,[Fe/H],0.215,4.40,0.620,1.19000,4.9800,-24.39
2,1,,5326.00,0.88,0.84,0.051,[Fe/H],-0.256,4.48,11.460,0.86724,3.9800,6.42
1,1,,5732.00,1.10,0.89,-0.102,[Fe/H],0.072,4.30,11.890,1.02548,3.1000,4.14
1,1,,6572.00,1.62,1.38,0.000,[Fe/H],0.640,4.16,2.060,0.45700,7.7500,2.92
1,1,G,5403.00,0.93,1.00,0.430,[Fe/H],-0.187,4.51,2.100,1.35215,0.7000,27.31
1,1,,6460.00,2.26,1.56,0.010,[Fe/H],0.903,3.92,2.070,0.18900,9.5200,9.19
1,1,,6424.00,1.71,1.50,0.470,[Fe/H],0.653,4.14,1.340,0.42000,19.2100,37.25
1,1,,6060.00,1.48,1.27,0.220,[Fe/H],0.425,4.20,3.260,0.55000,6.0400,8.16
1,1,,5099.00,0.81,0.84,0.050,[Fe/H],-0.398,4.54,8.600,2.18000,1.1100,22.08
1,1,,5080.00,0.85,0.86,0.320,[Fe/H],-0.398,4.51,9.700,1.98000,0.5000,44.08
1,1,,6450.00,1.31,1.27,0.020,[Fe/H],0.425,4.30,1.520,0.79000,9.9000,19.42
1,1,,5495.00,0.85,0.92,-0.060,[Fe/H],-0.230,4.54,3.000,2.10000,0.9000,-30.19
1,1,,4512.00,0.66,0.67,-0.113,[Fe/H],-0.796,4.63,8.100,3.36000,2.4700,3.20
2,1,,4546.00,0.72,0.73,0.186,[Fe/H],-0.709,4.59,11.970,2.80400,0.7300,-22.46
1,1,,4405.00,0.70,0.71,0.208,[Fe/H],-0.785,4.60,10.500,2.96100,0.5000,8.10
1,1,G,5304.00,0.87,0.94,0.190,[Fe/H],-0.268,4.53,3.600,1.89070,0.8000,5.65
1,1,,5990.00,1.12,1.17,,,0.143,4.41,1.200,1.19000,3.7600,-20.25
1,1,,5758.00,1.44,1.19,,,0.310,4.20,4.740,0.56000,3.9800,3.09
1,1,,6010.00,1.05,1.11,-0.284,[M/H],0.068,4.45,1.200,1.37000,4.5900,13.46
1,1,,5644.00,1.10,0.96,,,0.045,4.34,9.000,1.02700,2.5000,71.95
1,1,,5702.00,1.32,1.10,0.396,[Fe/H],0.212,4.24,6.600,0.67800,3.8300,46.13
1,1,,6214.00,1.13,1.20,0.108,[Fe/H],0.229,4.41,0.400,1.17900,5.0100,-2.92
1,1,,6536.00,2.20,1.57,0.190,[Fe/H],0.898,3.95,1.894,0.20790,6.4900,35.15
1,1,,5587.00,0.96,1.03,0.268,[Fe/H],-0.094,4.48,2.500,1.63300,4.0900,0.54
2,1,,7175.00,1.43,1.46,,,0.689,4.29,0.310,0.70200,6.2200,19.29
1,2,,5670.00,1.04,1.04,0.180,[Fe/H],-0.004,4.42,4.300,1.31000,2.8000,-10.89
1,2,,5670.00,1.04,1.04,0.180,[Fe/H],-0.004,4.42,4.300,1.31000,2.8000,-10.89
1,1,M1 V,3724.00,0.57,0.57,0.200,[Fe/H],-1.100,4.68,8.100,4.36000,,
1,1,,5688.00,1.46,1.10,0.335,[Fe/H],0.300,4.15,7.550,0.49600,3.8400,28.38
1,1,,5542.00,1.66,1.08,0.247,[Fe/H],0.369,4.03,8.900,0.33000,3.5200,54.08
1,1,,5416.00,0.93,0.90,0.133,[Fe/H],-0.173,4.45,9.550,1.55600,0.5000,-10.49
1,1,,5627.00,1.07,0.93,0.081,[Fe/H],0.012,4.35,10.300,1.07100,1.7700,-4.17
1,1,,6554.00,2.11,1.56,0.220,[Fe/H],0.867,3.98,1.861,0.23400,12.6500,7.36
2,1,,6277.00,1.31,1.26,0.199,[Fe/H],0.377,4.30,1.780,0.78800,7.8300,-12.32
1,1,,6626.00,1.84,1.41,-0.017,[Fe/H],0.767,4.06,2.170,0.31800,12.8600,39.94
1,1,,6594.00,1.44,1.44,0.332,[Fe/H],0.547,4.28,0.510,0.67700,5.1900,-23.37
1,1,,6147.00,1.75,1.35,0.210,[Fe/H],0.592,4.08,3.020,0.35600,7.4200,11.89
1,1,,5137.00,0.88,0.89,0.377,[Fe/H],-0.318,4.50,8.000,1.85400,2.5500,4.09
1,1,K2,4985.00,0.81,0.85,0.250,[Fe/H],-0.434,4.54,7.800,2.22000,0.5000,9.44
1,1,,7930.00,1.88,1.78,0.041,[Fe/H],1.079,4.17,0.810,0.31459,40.6100,35.74
1,1,M3 V,3405.00,0.48,0.49,0.170,[Fe/H],-1.560,4.77,3.200,6.26000,,
1,1,,4656.10,0.72,0.73,0.099,[Fe/H],-0.659,4.59,12.170,2.74300,0.8000,15.95
1,1,,5679.00,1.09,1.06,0.210,[Fe/H],-0.025,4.39,5.100,1.15000,2.0000,19.96
1,1,,5599.00,1.56,1.10,0.380,[Fe/H],0.312,4.10,10.800,0.45100,4.5800,-10.64
1,1,B9 Vne,10500.00,1.85,2.40,,,1.500,4.33,0.005,0.58953,,
2,1,G9 III,4891.00,10.06,2.28,0.070,[Fe/H],1.633,2.79,1.309,,1.6000,-4.85
1,1,G8 V,5533.00,1.04,0.83,0.250,[Fe/H],0.021,4.32,2.000,1.15933,,1.25
1,6,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],0.173,4.39,4.300,0.92213,3.0000,35.53
1,6,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],0.173,4.39,4.300,0.92213,3.0000,35.53
1,6,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],0.173,4.39,4.300,0.92213,3.0000,35.53
1,6,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],0.173,4.39,4.300,0.92213,3.0000,35.53
1,6,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],0.173,4.39,4.300,0.92213,3.0000,35.53
1,6,G1 V,5911.00,1.11,1.06,0.080,[Fe/H],0.173,4.39,4.300,0.92213,3.0000,35.53
2,1,K1 V,5108.00,0.86,0.57,0.150,[Fe/H],-0.310,4.33,1.000,1.80149,0.7000,18.36
1,1,G6 V,5655.00,1.23,1.06,0.280,[Fe/H],0.157,4.29,10.000,0.74131,0.8800,49.64
1,1,K0 V,5301.00,0.82,0.76,0.040,[Fe/H],-0.334,4.49,2.400,2.16049,3.2300,2.13
1,1,K0,4790.00,10.30,1.45,-0.410,[Fe/H],1.662,2.58,,,3.0000,-11.40
1,2,K0 III,4745.00,9.82,3.21,0.050,[Fe/H],1.292,2.96,1.600,,2.6000,14.88
1,2,K0 III,4830.00,6.30,1.30,0.300,[Fe/H],1.585,3.00,1.600,,2.6000,14.88
2,1,G3/5V,5630.00,0.95,0.85,-0.260,[Fe/H],-0.057,4.57,9.000,1.65359,0.7000,16.80
1,1,K0 V,5436.00,0.96,0.95,0.160,[M/H],-0.138,4.46,,1.55679,,21.70
2,1,G5,4985.00,4.55,1.66,0.190,[Fe/H],1.064,3.38,2.300,,,-25.95
1,1,K1 V(P),5250.00,0.88,0.80,0.220,[Fe/H],-0.328,4.45,9.100,1.74247,,-4.55
1,1,K3 V,5017.00,0.73,0.79,-0.020,[Fe/H],-0.458,4.43,3.800,2.46811,0.4200,-6.50
2,1,F5 V,6489.00,1.58,1.33,0.280,[Fe/H],0.544,4.26,1.050,0.61418,8.1000,-3.05
1,1,K3 V,4792.00,0.75,0.77,-0.070,[M/H],-0.569,4.59,,2.70450,,-10.28
1,1,K2 V,4937.00,0.74,0.62,0.000,[Fe/H],-0.513,4.49,4.330,2.62618,1.6100,15.12
1,1,K0 IV,4912.00,1.97,1.01,0.110,[Fe/H],0.310,3.19,10.650,,,7.94
1,1,G9 III,4877.00,11.00,2.30,-0.150,[Fe/H],1.778,2.85,,,,-20.20
1,1,G0,5874.00,1.10,1.01,-0.060,[Fe/H],0.128,4.36,4.190,1.06980,1.9000,15.40
1,1,G5 IV,5509.00,2.66,1.39,0.080,[Fe/H],0.756,3.72,4.300,,3.1300,24.45
1,2,F5 V,6327.00,1.30,1.09,-0.311,[Fe/H],0.395,4.25,4.480,0.97706,12.7100,-3.34
1,2,F5 V,6327.00,1.30,1.09,-0.311,[Fe/H],0.395,4.25,4.480,0.97706,12.7100,-3.34
1,1,F9 V,6218.00,1.10,1.11,0.000,[Fe/H],0.149,4.62,1.400,1.25170,4.9000,27.68
2,1,G5,5362.00,1.62,0.97,0.030,[Fe/H],0.090,4.41,11.700,1.66000,1.0000,20.81
1,1,F5 V,6516.00,2.12,1.50,0.040,[Fe/H],0.750,3.90,0.013,0.19434,49.1200,11.10
1,1,G5 IV,5600.00,1.79,1.13,0.170,[Fe/H],0.477,3.96,6.980,0.22439,2.5000,-46.60
2,2,G5 V,5797.00,1.17,1.12,0.314,[Fe/H],0.121,4.45,5.600,0.93155,0.7300,25.13
2,2,G5 V,5752.92,1.17,1.11,0.296,[Fe/H],0.121,4.35,5.600,0.93155,0.7000,25.13
1,1,F8 V CH+0.4,6255.73,1.21,1.22,0.180,[M/H],0.303,4.36,3.200,0.97901,5.3000,5.03
1,5,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],-0.150,4.49,6.700,1.82000,4.7000,16.30
1,5,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],-0.150,4.49,6.700,1.82000,4.7000,16.30
1,5,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],-0.150,4.49,6.700,1.82000,4.7000,16.30
1,5,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],-0.150,4.49,6.700,1.82000,4.7000,16.30
1,5,G3 V,5660.00,0.88,0.87,-0.280,[Fe/H],-0.150,4.49,6.700,1.82000,4.7000,16.30
2,1,K2 V,5122.00,0.79,0.84,0.040,[Fe/H],-0.370,4.45,4.900,2.56687,2.0000,56.70
1,1,K0,4878.00,5.74,1.59,0.200,[Fe/H],1.225,3.07,1.800,,1.0600,-27.85
1,2,G5,5600.00,1.05,1.10,0.260,[Fe/H],-0.001,4.44,8.000,1.06371,2.2000,-30.70
1,2,G5,5551.00,1.09,0.95,0.190,[Fe/H],-0.001,4.36,8.000,1.06371,2.2000,-30.70
1,1,G0 V,5844.00,1.07,1.20,0.100,[Fe/H],0.100,4.46,,1.09918,3.0000,-19.46
1,2,G5 V,5783.00,1.29,1.05,0.100,[Fe/H],0.301,4.28,7.300,0.74379,2.7000,-4.90
1,2,G5 V,5783.00,1.29,1.05,0.100,[Fe/H],0.301,4.28,7.300,0.74379,2.7000,-4.90
2,1,G3 V,5824.00,1.22,1.13,0.240,[Fe/H],0.190,4.31,3.300,0.67348,2.0000,-13.20
1,1,K2 III,4445.00,20.90,2.17,0.190,[Fe/H],2.304,2.10,0.950,,2.0000,-18.62
2,1,F8 V,6200.00,1.19,1.21,0.080,[Fe/H],0.281,4.20,0.250,1.00000,25.3000,3.63
1,2,G,5732.00,0.97,1.00,0.140,[Fe/H],-0.032,4.46,4.000,1.51187,1.7400,17.13
1,2,G,5732.00,0.97,1.00,0.140,[Fe/H],-0.032,4.46,4.000,1.51187,1.7400,17.13
1,1,G5 V,5512.00,0.90,0.84,-0.430,[Fe/H],-0.161,4.45,5.200,1.71663,1.2000,104.40
1,1,K0 III,4884.00,8.03,1.94,0.070,[Fe/H],1.581,3.10,1.410,,3.1000,5.67
1,1,F5 V,6557.00,1.45,1.18,0.070,[Fe/H],0.512,4.19,1.900,0.66480,20.0000,-7.30
1,1,K0 III,4155.00,39.00,1.80,-0.090,[Fe/H],2.453,1.70,1.600,,3.6000,-12.36
1,1,F6 V,6576.60,1.50,1.40,0.070,[Fe/H],0.632,4.21,0.150,0.56519,6.3000,-15.70
1,2,K9 V,4462.00,0.53,0.58,-0.240,[Fe/H],-1.046,3.79,4.300,1.97036,2.0000,39.20
1,2,K9 V,4462.00,0.53,0.58,-0.240,[Fe/H],-1.046,3.79,4.300,1.97036,2.0000,39.20
2,1,K5 III,4181.00,25.11,1.49,0.130,[Fe/H],2.464,1.86,3.240,,3.3000,-15.72
1,1,K3V,4836.00,0.76,0.60,-0.050,[Fe/H],-0.540,4.45,1.000,2.44623,1.0000,33.20
1,1,G4 IV,5641.00,2.14,1.27,0.180,[Fe/H],0.608,3.87,4.550,0.14156,2.7000,-12.85
2,1,G0 V,5844.00,1.47,0.94,-0.330,[Fe/H],0.421,4.05,10.116,0.37483,2.2900,65.09
2,1,F8,5869.00,1.20,0.80,-0.720,[Fe/H],0.221,4.18,13.000,0.79170,1.7700,49.20
1,2,K0,5135.00,0.84,0.85,0.210,[Fe/H],-0.372,4.53,7.000,2.02586,0.9000,-12.11
1,2,K1V,5126.74,0.84,0.85,0.151,[Fe/H],-0.373,4.53,7.000,2.02586,0.9000,-12.11
1,2,G0 V,6030.00,1.34,1.24,0.340,[Fe/H],0.330,4.43,2.300,0.64130,5.0000,-7.37
1,2,G0 V,6030.00,1.34,1.24,0.340,[Fe/H],0.330,4.30,2.300,0.64130,5.0000,-7.37
2,2,K0,4819.00,4.89,0.83,0.090,[Fe/H],1.053,2.98,2.700,,0.4600,-6.42
2,2,K0,4951.00,4.60,1.33,0.180,[Fe/H],1.063,3.40,2.700,,0.4600,-6.42
1,1,G8 IV/V,5732.00,1.07,1.05,0.190,[Fe/H],0.066,4.37,4.192,0.94568,1.0500,-17.90
1,1,G5,4312.00,20.58,0.72,-0.740,[Fe/H],2.169,1.67,10.200,,2.3000,-86.72
1,1,G2 V,5990.00,1.20,1.08,0.028,[M/H],0.213,4.41,5.600,0.93343,3.2000,1.28
1,1,K0,5864.00,2.06,1.84,0.230,[Fe/H],0.646,4.08,4.600,0.17156,4.7000,-29.39
2,2,G9 V CN+1,5303.00,2.01,0.91,0.100,[M/H],0.459,3.79,7.450,0.15806,2.7400,-9.32
2,2,G9 V CN+1,5303.00,2.01,0.91,0.100,[M/H],0.459,3.79,7.450,0.15806,1.5200,-9.32
1,1,G8 III/IV,4970.00,10.09,1.91,-0.210,[Fe/H],1.839,2.90,1.200,,2.4000,-18.01
1,1,G7 III,4892.00,9.12,2.39,0.090,[Fe/H],1.640,2.71,1.020,,2.4400,-8.80
1,1,G2 V,6027.00,1.07,1.62,0.150,[Fe/H],0.190,4.59,1.200,1.21555,2.6000,19.30
1,1,G4 IV,5873.00,1.30,1.15,0.220,[Fe/H],0.338,4.24,,0.73677,3.2000,-30.69
1,1,F8,5920.00,1.00,1.01,0.050,[Fe/H],0.022,4.65,,1.46888,8.2000,4.96
1,1,G7 V,4850.00,6.47,1.36,-0.010,[M/H],1.124,3.13,,,,-76.52
1,1,K4 V,4691.00,0.74,0.29,0.080,[Fe/H],-0.617,4.17,3.530,2.51689,1.5000,4.48
2,3,G3 V,5841.00,1.05,1.11,0.220,[Fe/H],0.060,4.45,1.770,1.01748,2.1000,-18.40
2,3,G3 V,5841.00,1.05,1.11,0.220,[Fe/H],0.060,4.41,1.770,1.01748,2.1000,-18.40
2,3,G3 V,5841.00,1.05,1.11,0.220,[Fe/H],0.060,4.41,1.770,1.01748,2.1000,-18.40
1,1,G5,4835.00,11.02,0.67,-0.570,[Fe/H],1.753,2.18,4.500,,4.8000,-12.30
1,1,G4 V,5638.00,0.98,0.90,-0.100,[Fe/H],-0.040,4.38,9.670,1.41721,3.0000,12.50
