sy_snum,sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_radv
1,1,5796.00,0.87,0.98,,,4.55,0.500,,
1,1,6185.00,1.27,1.18,0.050,,4.29,2.690,,
1,1,5825.00,1.06,1.05,,0.067,4.41,,1.2419,
1,1,5825.00,1.06,1.05,,0.067,4.41,,1.2419,
1,1,5815.00,0.88,0.97,-0.120,,4.54,,2.2992,
1,1,5653.00,1.11,,,,,,,
1,1,5653.00,0.95,0.97,0.100,,4.47,,0.1268,
1,1,5653.00,0.95,0.97,0.100,,4.47,,0.0693,
1,1,5427.00,1.18,0.95,,0.036,4.27,,0.8176,
1,1,5653.00,0.95,0.97,0.100,,4.47,,0.1268,
1,1,5427.00,1.18,0.95,,0.036,4.27,,0.8176,
1,1,5616.00,0.96,0.97,0.090,,4.46,5.130,,
1,1,5577.00,0.90,0.88,,,4.47,8.400,,
1,1,5653.00,0.95,0.97,0.100,,4.47,,0.1268,
1,1,3631.00,0.55,0.55,,-1.319,4.69,,4.5584,
1,1,3593.00,0.47,0.49,0.160,,4.78,,5.4535,
1,1,3722.00,0.51,0.53,0.070,,4.75,3.890,,
1,1,3631.00,0.55,0.55,,-1.319,4.69,,4.5584,
1,1,3593.00,0.47,0.49,0.160,,4.78,,5.4535,
1,1,3593.00,0.56,,,,,,,
1,1,3593.00,0.47,0.49,0.160,,4.78,,5.4535,
1,1,3593.00,0.49,0.50,0.260,,4.76,,5.1135,
1,1,3893.00,0.50,0.52,,,4.75,14.000,,
1,1,3631.00,0.55,0.55,,-1.319,4.69,,4.5584,
1,1,3674.00,0.50,0.53,0.210,-1.385,4.76,1.600,4.1800,
1,1,5394.00,0.84,0.87,-0.060,,4.54,4.790,,
1,1,5173.66,0.97,0.88,-0.505,-0.218,4.41,,1.3638,
1,1,5522.00,0.75,0.79,-0.460,,4.59,,3.6317,
1,1,5522.00,0.75,0.79,-0.460,,4.59,,3.4218,
1,1,5173.66,0.97,0.88,-0.505,-0.218,4.41,,1.3638,
1,1,5522.00,0.75,0.79,-0.460,,4.59,,3.6317,
1,1,5526.00,0.92,,,,,,,
1,1,5579.00,0.82,0.92,,,4.57,1.000,,
1,1,5173.66,0.97,0.88,-0.505,-0.218,4.41,,1.3638,
1,1,5522.00,0.75,0.79,-0.460,,4.59,,3.6317,
1,1,5099.00,0.76,0.80,-0.120,,4.58,4.900,,
1,1,5110.00,0.72,0.86,,-0.501,4.66,,3.2986,
1,1,5263.00,0.72,,,,,,,
1,1,5265.00,0.81,0.91,0.140,,4.58,,3.2676,
1,1,5110.00,0.72,0.86,,-0.501,4.66,,3.2986,
1,1,5228.00,0.76,0.84,-0.140,,4.60,,3.2332,
1,1,5215.00,0.73,0.82,,,4.62,1.900,,
1,1,5228.00,0.76,0.84,-0.140,,4.60,,3.2332,
1,1,5228.00,0.76,0.84,-0.140,,4.60,,3.2332,
1,1,5895.00,0.94,1.03,-0.020,,4.50,,2.7845,
1,1,5896.00,1.07,,,,,,,
1,1,5859.00,0.89,0.99,,,4.53,0.600,,
1,1,5895.00,0.94,1.03,-0.020,,4.50,,2.1012,
1,1,5895.00,0.94,1.03,-0.020,,4.50,,2.1012,
1,1,5895.00,0.94,1.03,-0.020,,4.50,,2.1012,
1,1,5648.27,1.09,1.00,0.114,0.037,4.36,,1.0896,
1,1,5648.27,1.09,1.00,0.114,0.037,4.36,,1.0896,
1,1,5692.00,0.96,0.97,0.010,,4.47,4.370,,
1,1,5648.27,1.09,1.00,0.114,0.037,4.36,,1.0896,
1,1,5239.00,0.83,0.83,0.000,,4.52,,3.2703,
1,1,5239.00,0.83,0.83,0.000,,4.52,,3.2703,
1,1,5128.33,0.73,0.86,0.133,-0.481,4.65,,3.1462,
1,1,5239.00,0.83,0.83,0.000,,4.52,,3.2703,
1,1,5239.00,0.76,,,,,,,
1,1,5239.00,0.83,0.83,0.000,,4.52,,0.4118,
1,1,5128.33,0.73,0.86,0.133,-0.481,4.65,,3.1462,
1,1,5071.00,0.77,0.80,-0.080,,4.58,4.900,,
1,1,5192.00,0.79,0.77,,,4.53,13.300,,
1,1,5128.33,0.73,0.86,0.133,-0.481,4.65,,3.1462,
1,1,5674.41,1.40,1.01,0.062,0.265,4.15,,0.5152,
1,1,5754.00,1.12,1.01,0.160,,4.34,,4.1826,
1,1,5674.41,1.40,1.01,0.062,0.265,4.15,,0.5152,
1,1,5666.00,0.76,0.81,-0.500,,4.59,,4.0928,
1,1,5725.00,0.85,0.95,,,4.56,0.400,,
1,1,5674.41,1.40,1.01,0.062,0.265,4.15,,0.5152,
1,1,5611.00,0.91,0.94,-0.040,,4.50,4.170,,
1,1,5757.00,1.41,,,,,,,
1,1,5666.00,0.76,0.81,-0.500,,4.59,,4.0928,
1,1,5666.00,0.76,0.81,-0.500,,4.59,,4.0928,
1,1,5222.00,0.80,0.84,-0.040,,4.56,4.370,,
1,1,4919.00,0.72,0.70,-0.240,,4.57,,0.2774,
1,1,4919.00,0.72,0.70,-0.240,,4.57,,0.2774,
1,1,4919.00,0.72,0.70,-0.240,,4.57,,0.1634,
1,1,4906.00,0.78,,,,,,,
1,1,4907.00,0.78,0.80,,-0.499,4.56,,2.3894,
1,1,4919.00,0.72,0.70,-0.240,,4.57,,0.2774,
1,1,4907.00,0.78,0.80,,-0.499,4.56,,2.3894,
1,1,4922.00,0.70,0.71,,,4.60,13.900,,
1,1,4907.00,0.78,0.80,,-0.499,4.56,,2.3894,
1,2,4996.00,0.76,0.83,-0.050,-0.484,4.59,,2.6176,
1,2,4927.00,0.75,,,,,,,
1,2,5207.00,0.72,0.82,,,4.64,0.700,,
1,2,5330.00,0.72,0.77,-0.400,,4.61,,2.9131,
1,2,5148.00,0.78,0.84,-0.030,,4.58,3.310,,
1,2,4996.00,0.76,0.83,-0.050,-0.484,4.59,,2.6176,
1,2,5067.00,0.75,0.79,-0.080,,4.58,,2.8533,
1,2,5330.00,0.72,0.77,-0.400,,4.61,,2.9131,
1,2,5330.00,0.72,0.77,-0.400,,4.61,,2.9131,
1,2,4996.00,0.76,0.83,-0.050,-0.484,4.59,,2.6176,
1,2,5330.00,0.72,0.77,-0.400,,4.61,,2.0218,
1,2,5330.00,0.72,0.77,-0.400,,4.61,,2.0218,
1,2,5148.00,0.78,0.84,-0.030,,4.58,3.310,,
1,2,4996.00,0.76,0.83,-0.050,-0.484,4.59,,2.6176,
1,2,5067.00,0.75,0.79,-0.080,,4.58,,1.9593,
1,2,4996.00,0.76,0.83,-0.050,-0.484,4.59,,2.6176,
1,2,4927.00,0.75,,,,,,,
1,2,4996.00,0.76,0.83,-0.050,-0.484,4.59,,2.6176,
1,2,5207.00,0.72,0.82,,,4.64,0.700,,
1,2,5330.00,0.72,0.77,-0.400,,4.61,,2.0218,
1,1,5803.00,0.89,0.97,,,4.52,1.900,,
1,1,5849.00,0.92,1.01,-0.020,,4.52,,4.3663,
1,1,5785.00,0.99,0.98,-0.030,,4.44,3.800,,
1,1,5845.00,1.10,,,,,,,
1,1,5849.00,0.92,1.01,-0.020,,4.52,,4.3663,
1,1,5849.00,0.92,1.01,-0.020,,4.52,,4.3663,
1,1,5819.00,1.08,1.05,,0.085,4.39,,1.1605,
1,1,5819.00,1.08,1.05,,0.085,4.39,,1.1605,
1,1,5849.00,0.92,1.01,-0.020,,4.52,,1.5607,
1,1,5819.00,1.08,1.05,,0.085,4.39,,1.1605,
1,1,6217.00,1.58,,,,,,,
1,1,5995.00,1.12,1.09,0.040,,4.37,3.550,,
1,1,5923.00,1.61,1.08,,0.460,4.06,,0.3631,
1,1,6167.00,1.06,1.15,0.070,,4.44,,1.1446,
1,1,6167.00,1.06,1.15,0.070,,4.44,,1.1446,
1,1,5923.00,1.61,1.08,,0.460,4.06,,0.3631,
1,1,5923.00,1.61,1.08,,0.460,4.06,,0.3631,
1,1,6167.00,1.06,1.15,0.070,,4.44,,1.1446,
1,1,6214.00,1.08,1.17,0.070,,4.44,,1.1494,
1,1,6171.00,1.00,1.09,,,4.47,0.300,,
1,1,6040.00,0.95,1.05,,,4.51,0.300,,
1,1,6063.00,1.00,1.08,-0.020,,4.47,,0.1466,
1,1,5855.00,1.17,1.06,,0.165,4.32,,0.9222,
1,1,5855.00,1.17,1.06,,0.165,4.32,,0.9222,
1,1,6074.00,1.14,,,,,,,
1,1,6063.00,1.00,1.08,-0.020,,4.47,,0.1029,
1,1,6063.00,1.00,1.08,-0.020,,4.47,,0.1466,
1,1,5855.00,1.17,1.06,,0.165,4.32,,0.9222,
1,1,6063.00,1.00,1.08,-0.020,,4.47,,0.1466,
1,1,5871.00,1.04,1.04,0.020,,4.42,3.980,,
1,2,5012.00,0.74,0.83,,-0.504,4.62,,2.8623,
1,2,5012.00,0.74,0.83,,-0.504,4.62,,2.8623,
1,2,5174.00,0.75,0.83,-0.120,,4.60,,2.2726,
1,2,5166.00,0.74,0.79,,,4.60,6.200,,
1,2,5174.00,0.75,0.83,-0.120,,4.60,,2.2726,
1,2,5099.00,0.78,0.83,0.000,,4.58,4.570,,
1,2,5064.00,0.74,,,,,,,
1,2,5121.00,0.89,0.82,0.180,,4.46,,2.1532,
1,2,5012.00,0.74,0.83,,-0.504,4.62,,2.8623,
1,2,5174.00,0.75,0.83,-0.120,,4.60,,2.2726,
1,2,5174.00,0.75,0.83,-0.120,,4.60,,20.7231,
1,2,5174.00,0.75,0.83,-0.120,,4.60,,20.7231,
1,2,5012.00,0.74,0.83,,-0.504,4.62,,2.8623,
1,2,5174.00,0.75,0.83,-0.120,,4.60,,20.7231,
1,2,5121.00,0.89,0.82,0.180,,4.46,,4.0798,
1,2,5012.00,0.74,0.83,,-0.504,4.62,,2.8623,
1,2,5166.00,0.74,0.79,,,4.60,6.200,,
1,1,6007.00,0.96,0.97,-0.240,,4.46,,0.0572,
1,1,6007.00,2.07,,,,,,,
1,1,6018.00,0.99,1.03,,,4.46,2.400,,
1,1,6007.00,0.96,0.97,-0.240,,4.46,,0.0572,
1,1,5652.17,2.09,1.00,-0.138,0.604,3.80,,0.1541,
1,1,5652.17,2.09,1.00,-0.138,0.604,3.80,,0.1541,
1,1,5485.00,0.85,0.88,-0.120,,4.53,4.370,,
1,1,6007.00,0.96,0.97,-0.240,,4.46,,0.0572,
1,1,6007.00,0.96,0.97,-0.240,,4.46,,0.0399,
1,1,5767.00,1.17,,,,4.32,,,
1,1,5852.00,1.14,,,,,,,
1,1,5767.00,1.17,1.03,,0.134,4.32,,0.9096,
1,1,5767.00,1.17,1.03,,0.134,4.32,,0.9096,
1,1,6015.00,1.05,1.14,0.210,,4.45,,2.1935,
1,1,6015.00,1.05,1.14,0.210,,4.45,,2.1935,
1,1,6015.00,1.05,1.14,0.210,,4.45,,2.1935,
1,1,5855.00,1.08,1.05,0.140,,4.39,,2.0853,
1,1,5875.00,0.96,0.97,,,4.46,4.000,,
1,1,6191.00,1.30,1.18,0.060,,4.28,2.570,,
1,1,5767.00,1.17,1.03,,0.134,4.32,,0.9096,
1,1,5861.00,0.83,0.92,-0.320,,4.56,,0.6842,
1,1,5853.00,1.76,,,,,,,
1,1,5691.00,1.72,1.01,,0.448,3.97,,0.2787,
1,1,5865.00,0.83,0.91,-0.340,,4.56,,0.5957,
1,1,5777.00,0.98,0.99,-0.020,,4.45,3.980,,
1,1,5861.00,0.83,0.92,-0.320,,4.56,,0.6842,
1,1,5878.00,0.89,1.00,,,4.54,0.400,,
1,1,5861.00,0.83,0.92,-0.320,,4.56,,0.6842,
1,1,5560.00,1.21,0.94,0.140,,4.25,,1.5871,
1,1,5618.00,0.92,0.95,0.000,,4.49,3.630,,
1,1,5560.00,1.21,0.94,0.140,,4.25,,1.5871,
1,1,5560.00,1.21,0.94,0.140,,4.25,,1.5832,
1,1,5490.00,1.15,0.96,,0.032,4.30,,0.8966,
1,1,5490.00,1.15,0.96,,0.032,4.30,,0.8966,
1,1,5559.00,1.14,,,,,,,
1,1,5560.00,1.21,0.94,0.140,,4.25,,1.5871,
1,1,5490.00,1.15,0.96,,0.032,4.30,,0.8966,
1,1,5475.00,0.97,0.84,,,4.38,13.900,,
1,1,5192.00,0.80,0.90,0.160,,4.58,,1.7011,
1,1,4944.00,0.90,0.81,,-0.362,4.44,,1.5740,
1,1,5110.00,0.70,0.80,,,4.65,0.700,,
1,1,4944.00,0.90,0.81,,-0.362,4.44,,1.5740,
1,1,5192.00,0.80,0.90,0.160,,4.58,,1.7011,
1,1,5192.00,0.80,0.90,0.160,,4.58,,1.7011,
1,1,4944.00,0.90,0.81,,-0.362,4.44,,1.5740,
1,1,5201.00,0.85,,,,,,,
1,1,5075.00,0.78,0.82,-0.010,,4.58,4.900,,
1,1,5198.00,0.80,0.92,0.210,,4.59,,1.6300,
1,2,6077.00,1.00,1.08,-0.040,,4.47,,0.1711,
1,2,6077.00,1.00,1.08,-0.040,,4.47,,2.9936,
1,2,5863.00,1.05,1.03,0.020,,4.41,4.370,,
1,2,5732.00,0.97,1.02,,-0.039,4.47,,1.5794,
1,2,6077.00,1.00,1.08,-0.040,,4.47,,2.9936,
1,2,5732.00,0.97,1.02,,-0.039,4.47,,1.5794,
1,2,6077.00,1.00,1.08,-0.040,,4.47,,2.9936,
1,2,6084.00,0.94,,,,,,,
1,2,6050.00,0.95,1.05,,,4.50,0.400,,
1,2,6077.00,1.00,1.08,-0.040,,4.47,,1.7252,
1,2,5732.00,0.97,1.02,,-0.039,4.47,,1.5794,
1,2,5863.00,1.05,1.03,0.020,,4.41,4.370,,
1,2,5732.00,0.97,1.02,,-0.039,4.47,,1.5794,
1,2,6050.00,0.95,1.05,,,4.50,0.400,,
1,2,6077.00,1.00,1.08,-0.040,,4.47,,1.7252,
1,2,6084.00,0.94,,,,,,,
1,2,6077.00,1.00,1.08,-0.040,,4.47,,0.0693,
1,2,5732.00,0.97,1.02,,-0.039,4.47,,1.5794,
1,2,6077.00,1.00,1.08,-0.040,,4.47,,1.7252,
1,1,5649.00,0.80,0.87,-0.300,,4.57,,1.4506,
1,1,5649.00,0.80,0.87,-0.300,,4.57,,1.4506,
1,1,5679.00,0.84,0.94,,,4.57,0.500,,
1,1,,,,,,,,,
1,1,5655.00,0.79,0.89,-0.300,,4.58,,1.4347,
1,1,5649.00,0.80,0.87,-0.300,,4.57,,1.4506,
1,1,,,,,,,,,
1,1,5539.00,0.89,0.92,0.000,,4.51,4.570,,
1,1,5780.00,,,,,4.44,,,
1,1,5609.00,0.94,0.98,0.160,,4.48,,1.4165,
1,1,5609.00,0.94,0.98,0.160,,4.48,,6.2488,
1,1,5283.54,0.92,0.91,0.221,-0.223,4.47,,1.6329,
1,1,5513.00,0.88,0.86,,,4.48,9.100,,
1,1,5283.54,0.92,0.91,0.221,-0.223,4.47,,1.6329,
1,1,5437.00,0.86,0.90,-0.020,,4.53,4.370,,
1,1,5609.00,0.94,0.98,0.160,,4.48,,6.2488,
1,1,5609.00,0.94,0.98,0.160,,4.48,,6.2488,
1,1,5611.00,0.85,,,,,,,
1,1,5283.54,0.92,0.91,0.221,-0.223,4.47,,1.6329,
1,1,5399.00,0.81,,,,,,,
1,1,5293.00,0.83,0.91,,-0.313,4.56,,2.2492,
1,1,5552.00,0.83,0.91,-0.080,,4.55,,1.7163,
1,1,5552.00,0.83,0.91,-0.080,,4.55,,1.7163,
1,1,5363.00,0.84,0.88,-0.010,,4.54,4.370,,
1,1,5552.00,0.83,0.91,-0.080,,4.55,,1.7163,
1,1,5526.00,0.83,0.88,,,4.54,4.400,,
1,1,5231.00,0.90,0.84,0.140,,4.46,,1.6431,
1,1,5293.00,0.83,0.91,,-0.313,4.56,,2.2492,
1,1,5511.00,0.72,0.79,-0.500,,4.62,,1.9402,
1,1,5551.00,0.81,0.91,,,4.59,0.500,,
1,1,5481.00,0.71,0.81,-0.500,,4.63,,1.6666,
1,1,5511.00,0.72,0.79,-0.500,,4.62,,1.9402,
1,1,5493.00,0.78,,,,,,,
1,1,5406.00,0.79,0.94,,-0.319,4.62,,2.6891,
1,1,5406.00,0.79,0.94,,-0.319,4.62,,2.6891,
1,1,5511.00,0.72,0.79,-0.500,,4.62,,1.9402,
1,1,5406.00,0.79,0.94,,-0.319,4.62,,2.6891,
1,1,5452.00,0.85,0.88,-0.090,,4.53,4.470,,
1,1,5431.00,0.88,0.82,-0.140,,4.46,,0.5727,
1,1,5441.00,0.86,0.89,-0.010,,4.53,4.790,,
1,1,5431.00,0.88,0.82,-0.140,,4.46,,0.5727,
1,1,5431.00,0.88,0.82,-0.140,,4.46,,0.1139,
1,1,5294.85,0.82,0.91,0.187,-0.317,4.56,,2.2865,
1,1,5431.00,0.88,0.82,-0.140,,4.46,,0.5727,
1,1,5433.00,0.82,,,,,,,
1,1,5417.00,0.88,0.82,,,4.46,12.100,,
1,1,5294.85,0.82,0.91,0.187,-0.317,4.56,,2.2865,
1,1,5905.00,1.32,,,,,,,
1,1,5897.00,0.89,0.98,-0.160,,4.53,,1.3021,
1,1,5897.00,0.89,0.98,-0.160,,4.53,,1.3112,
1,1,5894.00,0.90,1.00,,,4.53,0.400,,
1,1,5567.00,1.40,0.98,,0.227,4.14,,0.5073,
1,1,5897.00,0.89,0.98,-0.160,,4.53,,1.3021,
1,1,5567.00,1.40,0.98,,0.227,4.14,,0.5073,
1,1,5660.00,0.93,0.95,-0.030,,4.49,4.070,,
1,1,5567.00,1.40,0.98,,0.227,4.14,,0.5073,
1,1,5897.00,0.89,0.98,-0.160,,4.53,,1.3021,
1,1,6007.00,1.00,1.07,0.020,,4.47,,0.8273,
1,1,5956.00,0.92,1.02,,,4.52,0.400,,
1,1,6007.00,1.00,1.07,0.020,,4.47,,0.8273,
1,1,5639.00,1.42,1.00,,0.261,4.14,,0.4970,
1,1,6007.00,1.00,1.07,0.020,,4.47,,0.8273,
1,1,6007.00,1.00,1.07,0.020,,4.47,,0.8209,
1,1,5633.00,0.91,0.94,-0.050,,4.50,4.270,,
1,1,5639.00,1.42,1.00,,0.261,4.14,,0.4970,
1,1,6010.00,1.32,,,,,,,
1,1,5639.00,1.42,1.00,,0.261,4.14,,0.4970,
1,2,5638.00,1.38,1.00,,0.236,4.16,,0.5420,
1,2,6116.00,1.13,1.16,0.140,,4.39,,0.5752,
1,2,6116.00,1.13,1.16,0.140,,4.39,,0.5752,
1,2,5638.00,1.38,1.00,,0.236,4.16,,0.5420,
1,2,5620.00,1.41,1.05,0.210,,4.16,9.500,0.5290,
1,2,6032.00,1.02,1.02,,,4.43,3.200,,
1,2,6116.00,1.13,1.16,0.140,,4.39,,0.5752,
1,2,5726.00,1.01,1.00,0.070,,4.43,4.680,,
1,2,6123.00,1.11,1.16,0.140,,4.41,,0.5723,
1,2,6126.00,1.30,,,,,,,
1,2,5638.00,1.38,1.00,,0.236,4.16,,0.5420,
1,2,6123.00,1.11,1.16,0.140,,4.41,,0.7352,
1,2,5638.00,1.38,1.00,,0.236,4.16,,0.5420,
1,2,5620.00,1.41,1.05,0.210,,4.16,9.500,0.5290,
1,1,5741.00,1.05,,,,4.41,,,
1,1,5849.00,1.06,1.03,0.040,,4.41,3.800,,
1,1,6033.00,1.05,1.15,0.210,,4.46,,1.1841,
1,1,6028.00,1.05,1.15,0.210,,4.46,,1.3908,
1,1,6031.00,0.99,,,,,,,
1,1,5741.00,1.05,1.03,,0.035,4.41,,1.2448,
1,1,5741.00,1.05,1.03,,0.035,4.41,,1.2448,
1,1,6028.00,1.05,1.15,0.210,,4.46,,1.3908,
1,1,5870.00,0.89,1.00,,,4.54,0.400,,
1,1,6028.00,1.05,1.15,0.210,,4.46,,1.3908,
1,1,5741.00,1.05,1.03,,0.035,4.41,,1.2448,
1,2,3619.00,0.52,0.52,,-1.375,4.72,,5.1405,
1,2,3631.00,0.46,0.49,-0.010,,4.79,4.470,,
1,2,3834.00,0.50,0.51,,,4.76,13.700,,
1,2,3581.00,0.44,0.46,0.140,,4.81,,6.2085,
1,2,3619.00,0.52,0.52,,-1.375,4.72,,5.1405,
1,2,3581.00,0.44,0.46,0.140,,4.81,,6.2085,
1,2,3619.00,0.52,0.52,,-1.375,4.72,,5.1405,
1,2,3582.00,0.46,0.49,0.180,,4.81,,6.2340,
1,2,3582.00,0.53,,,,,,,
1,2,3581.00,0.44,0.46,0.140,,4.81,,6.2085,
1,2,3582.00,0.53,,,,,,,
1,2,3619.00,0.52,0.52,,-1.375,4.72,,5.1405,
1,2,3619.00,0.52,0.52,,-1.375,4.72,,5.1405,
1,2,3619.00,0.52,0.52,,-1.375,4.72,,5.1405,
1,2,3581.00,0.44,0.46,0.140,,4.81,,6.0942,
1,2,3582.00,0.46,0.49,0.180,,4.81,,6.2000,
1,2,3631.00,0.46,0.49,-0.010,,4.79,4.470,,
1,2,3581.00,0.44,0.46,0.140,,4.81,,6.0942,
1,2,3581.00,0.44,0.46,0.140,,4.81,,6.0942,
1,2,3834.00,0.50,0.51,,,4.76,13.700,,
1,1,5537.00,0.88,1.00,0.210,,4.55,,1.9196,
1,1,5537.00,0.88,1.00,0.210,,4.55,,2.6246,
1,1,5537.00,0.88,1.00,0.210,,4.55,,1.9196,
1,1,5253.77,0.86,0.90,0.259,-0.298,4.53,,2.0186,
1,1,5537.00,0.88,1.00,0.210,,4.55,,1.9196,
1,1,5253.77,0.86,0.90,0.259,-0.298,4.53,,2.0186,
1,1,5540.00,0.80,,,,,,,
1,1,5418.00,0.86,0.90,0.010,,4.53,4.270,,
1,1,5429.00,0.78,0.88,,,4.60,0.600,,
1,1,5085.00,0.71,0.71,-0.360,,4.58,,0.5641,
1,1,5112.00,0.87,0.84,-0.280,,4.48,,0.5721,
1,1,5610.00,1.63,0.99,,0.374,4.01,,0.3234,
1,1,5610.00,1.63,0.99,,0.374,4.01,,0.3234,
1,1,5482.00,0.79,0.89,,,4.59,0.500,,
1,1,5112.00,0.87,0.84,-0.280,,4.48,,0.5721,
1,1,5610.00,1.63,0.99,,0.374,4.01,,0.3234,
1,1,5085.00,1.71,,,,,,,
1,1,5326.00,0.78,0.85,-0.170,,4.59,2.340,,
1,1,5112.00,0.87,0.84,-0.280,,4.48,,0.5721,
1,1,4929.00,0.76,0.81,,-0.517,4.59,,2.6406,
1,1,5070.00,0.69,0.79,,,4.66,0.700,,
1,1,5171.00,0.69,,,,,,,
1,1,4929.00,0.76,0.81,,-0.517,4.59,,2.6406,
1,1,5173.00,0.80,0.91,0.210,,4.59,,11.9777,
1,1,5173.00,0.80,0.91,0.210,,4.59,,11.9777,
1,1,5177.00,0.80,0.91,0.210,,4.59,,11.5171,
1,1,4929.00,0.76,0.81,,-0.517,4.59,,2.6406,
1,1,5173.00,0.80,0.91,0.210,,4.59,,11.9777,
1,1,5107.00,0.80,0.85,0.070,,4.57,4.370,,
1,1,5217.00,0.81,0.86,0.030,,4.56,4.270,,
1,1,5335.00,0.81,0.91,0.070,,4.58,,0.2195,
1,1,5093.00,0.86,0.85,,-0.350,4.50,,1.8934,
1,1,5273.00,0.74,0.84,,,4.63,0.600,,
1,1,5052.00,0.85,0.81,0.160,,4.48,,2.7826,
1,1,5335.00,0.81,0.91,0.070,,4.58,,0.2195,
1,1,5093.00,0.86,0.85,,-0.350,4.50,,1.8934,
1,1,5335.00,0.81,0.91,0.070,,4.58,,0.2195,
1,1,5093.00,0.86,0.85,,-0.350,4.50,,1.8934,
1,1,5046.00,0.86,,,,,,,
1,1,3755.00,0.46,0.47,-0.260,,4.78,,5.4914,
1,1,3793.00,0.52,0.52,,-1.301,4.72,,5.2390,
1,1,3753.00,0.51,,,,,,,
1,1,3813.00,0.48,0.51,-0.240,,4.77,3.890,,
1,1,3750.00,0.46,0.49,-0.180,,4.80,,4.8994,
1,1,3750.00,0.46,0.49,-0.180,,4.80,,4.8994,
1,1,3793.00,0.52,0.52,,-1.301,4.72,,5.2390,
1,1,3793.00,0.52,0.52,,-1.301,4.72,,5.2390,
1,1,3750.00,0.46,0.49,-0.180,,4.80,,4.8994,
1,1,3979.00,0.51,0.53,,,4.75,14.000,,
1,1,5465.00,0.75,0.82,-0.340,,4.60,,3.8344,
1,1,5230.88,0.95,0.89,-0.019,-0.213,4.43,,1.4487,
1,1,5493.00,0.79,0.90,,,4.59,0.500,,
1,1,5474.00,0.75,0.83,-0.340,,4.61,,1.6764,
1,1,5465.00,0.75,0.82,-0.340,,4.60,,3.8344,
1,1,5230.88,0.95,0.89,-0.019,-0.213,4.43,,1.4487,
1,1,5230.88,0.95,0.89,-0.019,-0.213,4.43,,1.4487,
1,1,5465.00,0.75,0.82,-0.340,,4.60,,3.8344,
1,1,5468.00,0.91,,,,,,,
1,1,5327.00,0.82,0.86,-0.090,,4.55,4.570,,
1,1,5628.00,1.07,1.00,,0.018,4.38,,1.1386,
1,1,6000.00,0.93,1.03,,,4.51,0.300,,
1,1,6000.00,1.05,,,,,,,
1,1,5997.00,0.90,0.99,-0.220,,4.52,,0.9099,
1,1,5997.00,0.90,0.99,-0.220,,4.52,,0.9099,
1,1,5628.00,1.07,1.00,,0.018,4.38,,1.1386,
1,1,5997.00,0.90,0.99,-0.220,,4.52,,0.9099,
1,1,5628.00,1.07,1.00,,0.018,4.38,,1.1386,
1,1,5997.00,0.90,0.99,-0.220,,4.52,,0.8000,
1,1,5601.00,0.90,0.93,-0.080,,4.51,4.270,,
1,1,5945.00,0.91,1.02,,,4.52,0.400,,
1,1,5828.81,1.44,1.05,0.238,0.332,4.14,,0.4986,
1,1,5828.81,1.44,,,,4.14,,,
1,1,5828.81,1.44,1.05,0.238,0.332,4.14,,0.4986,
1,1,6000.00,1.12,1.18,0.420,,4.44,0.800,1.3000,19.37
1,1,5828.81,1.44,1.05,0.238,0.332,4.14,,0.4986,
1,1,6050.00,1.34,,,,,,,
1,1,6050.00,1.51,1.40,0.340,,4.20,2.900,0.5800,19.29
1,1,6056.00,1.50,1.27,0.360,,4.19,,1.9020,
1,1,6056.00,1.50,1.27,0.360,,4.19,,1.9020,
1,1,6056.00,1.50,1.27,0.360,,4.19,,1.8383,
1,1,6068.00,1.48,1.26,0.290,,4.20,3.470,,
1,1,6000.00,1.12,1.18,0.420,,,0.800,,
1,1,6056.00,1.50,1.27,0.360,,4.19,,1.9020,
1,1,5750.00,0.97,,,,,,,
1,1,5415.15,0.99,0.94,0.425,-0.123,4.42,,1.3804,
1,1,5739.00,0.92,1.02,0.100,,4.52,,1.6815,
1,1,5669.00,0.83,0.94,,,4.57,0.400,,
1,1,5739.00,0.92,1.02,0.100,,4.52,,1.6815,
1,1,5415.15,0.99,0.94,0.425,-0.123,4.42,,1.3804,
1,1,5415.15,0.99,0.94,0.425,-0.123,4.42,,1.3804,
1,1,5739.00,0.92,1.02,0.100,,4.52,,1.7027,
1,1,5739.00,0.92,1.02,0.100,,4.52,,1.6815,
1,1,5438.00,0.87,0.91,0.030,,4.52,4.790,,
1,1,5944.00,1.38,1.09,,0.332,4.19,,0.5830,
1,1,6129.00,1.24,1.16,0.070,,4.31,3.160,,
1,1,6330.00,1.07,1.15,,,4.44,0.340,,
1,1,6335.00,1.33,,,,,,,
1,1,6319.00,1.03,1.08,-0.220,,4.45,,1.0786,
1,1,6319.00,1.03,1.08,-0.220,,4.45,,1.0786,
1,1,5944.00,1.38,1.09,,0.332,4.19,,0.5830,
1,1,6321.00,1.06,1.11,-0.160,,4.43,,1.0990,
1,1,5944.00,1.38,1.09,,0.332,4.19,,0.5830,
1,1,6319.00,1.03,1.08,-0.220,,4.45,,1.0786,
1,1,4743.00,0.81,0.79,0.400,,4.52,,3.2617,
1,1,4545.00,0.73,0.72,,-0.692,4.57,,2.6383,
1,1,4743.00,0.81,0.79,0.400,,4.52,,2.7241,
1,1,4628.00,0.63,0.65,,,4.66,14.000,,
