pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_gaiamag
Kepler-969 c,Kepler-969,1,2,0,1.6829346,0.0272,0.99,0.088,0.937,0.00295,M-R relationship,0,564.58,1270,0,,5214,0.82,0.92,0.22,[Fe/H],-0.389,4.57,1.51,1.59429,,,,13.7221
Kepler-97 b,Kepler-97,1,2,0,2.58664,0.0356,1.48,0.132,3.51,0.011,Mass,0,767.96,1328,0,,5779,0.98,0.94,-0.2,[Fe/H],-0.025,4.43,8.42,1.53,0.5,,3.14,12.813
Kepler-97 c,Kepler-97,1,2,0,789,,,,344,1.08,Mass,,,,0,,5779,0.98,0.94,-0.2,[Fe/H],-0.037,4.43,8.42,1.53,0.5,,3.14,12.813
Kepler-971 b,Kepler-971,1,1,0,9.59070716,0.0827,2.13,0.19,5.18,0.0163,M-R relationship,0,82.77,1087,0,,5431,0.85,0.88,-0.06,[Fe/H],-0.299,4.54,4.47,1.72343,,,,13.2181
Kepler-972 b,Kepler-972,1,1,0,7.03932553,0.0734,4.65,0.415,19.5,0.0614,M-R relationship,0,266.51,1060,0,,6146,1.22,1.15,0.04,[Fe/H],0.191,4.33,2.82,0.08845,,,,14.8925
Kepler-973 b,Kepler-973,1,1,0,49.6077331,0.2508,1.96,0.175,4.5,0.0142,M-R relationship,0,7.89,402,0,,5213,0.78,0.86,-0.06,[Fe/H],-0.344,4.58,2.29,2.18901,,,-22.84,13.234
Kepler-974 b,Kepler-974,1,1,0,4.19449651,0.0419,1.57,0.14,3.09,0.00972,M-R relationship,0,28.51,577,0,,3687,0.5,0.52,0.07,[Fe/H],-1.354,4.76,4.37,4.8384,,,,14.4126
Kepler-975 b,Kepler-975,1,1,0,1.97034246,0.0303,1.48,0.132,2.79,0.00879,M-R relationship,0,328.7,1599,0,,4897,0.75,0.8,0.07,[Fe/H],-0.512,4.59,3.89,2.55402,,,,14.4518
Kepler-976 b,Kepler-976,1,1,0,105.9564148,0.4217,3.96,0.353,14.9,0.0467,M-R relationship,0,2.66,324,0,,5232,0.83,0.87,0.07,[Fe/H],-0.36,4.55,4.68,2.54944,,,,15.8033
Kepler-977 b,Kepler-977,1,1,0,26.85328322,0.162,2.62,0.234,7.37,0.0232,M-R relationship,0,13.96,544,0,,5315,0.83,0.87,-0.01,[Fe/H],-0.476,4.55,4.57,2.04472,,,,14.8235
Kepler-978 b,Kepler-978,1,1,0,49.6221509,0.2726,2.99,0.267,9.22,0.029,M-R relationship,0,20.99,546,0,,6002,1.09,1.07,-0.01,[Fe/H],0.143,4.38,3.63,0.09556,,,22.78,13.3744
Kepler-979 b,Kepler-979,1,1,0,8.0880135,0.0753,2.72,0.243,7.85,0.0247,M-R relationship,0,77.84,792,0,,5310,0.83,0.87,-0.02,[Fe/H],-0.32,4.54,4.57,7.27802,,,,14.625
Kepler-98 b,Kepler-98,1,1,0,1.54168,0.0256,1.99,0.178,3.55,0.011,Mass,0,1107.39,1592,0,,5539,1.11,0.99,0.18,[Fe/H],-0.133,4.34,2.79,1.12,0.5,,-30.98,12.8694
Kepler-980 b,Kepler-980,1,1,0,11.55102504,0.1005,2.67,0.238,7.61,0.0239,M-R relationship,0,170.14,845,0,,5935,1.06,1.05,0.01,[Fe/H],0.262,4.41,3.55,1.82309,,,,14.1122
Kepler-981 b,Kepler-981,1,1,0,4.46975774,0.0535,2.31,0.206,5.95,0.0187,M-R relationship,0,337.47,1103,0,,5718,0.96,0.98,0.01,[Fe/H],-0.081,4.47,4.07,6.84413,,,,14.7044
Kepler-982 b,Kepler-982,1,1,0,15.7738221,0.1291,2.25,0.201,5.69,0.0179,M-R relationship,0,185.2,955,0,,6139,1.29,1.16,0.05,[Fe/H],0.511,4.28,3.55,0.64822,,,,12.9868
Kepler-983 b,Kepler-983,1,1,0,60.0855082,0.3148,2.36,0.211,6.17,0.0194,M-R relationship,0,31,485,0,,6052,1.08,1.13,0.12,[Fe/H],0.15,4.42,1.41,0.39852,,,,13.9863
Kepler-984 b,Kepler-984,1,1,0,43.0342272,0.2327,2.12,0.189,5.14,0.0162,M-R relationship,0,13.99,484,0,,5610,0.93,0.96,0.04,[Fe/H],-0.108,4.49,3.98,1.5554,,,,13.4677
Kepler-985 b,Kepler-985,1,1,0,116.331901,0.4451,2.98,0.266,9.17,0.0288,M-R relationship,0,2.59,323,0,,5434,0.85,0.91,0,[Fe/H],-0.283,4.54,3.39,3.13923,,,,14.7169
Kepler-986 b,Kepler-986,1,1,0,56.4349938,0.276,2.36,0.211,6.17,0.0194,M-R relationship,0,10.86,465,0,,5642,0.98,0.96,0.04,[Fe/H],-0.047,4.43,6.17,4.77055,,,,13.6421
Kepler-987 b,Kepler-987,1,1,0,105.3033148,0.4238,3.26,0.291,10.7,0.0336,M-R relationship,0,3.85,351,0,,5637,0.91,0.97,0.01,[Fe/H],-0.145,4.51,2.45,4.07825,,,,14.9789
Kepler-988 b,Kepler-988,1,1,0,17.76080053,0.1085,2.07,0.185,4.94,0.0155,M-R relationship,0,6.56,368,0,,4005,0.53,0.55,-0.32,[Fe/H],-1.047,4.73,3.16,3.38055,,,,15.2131
Kepler-989 b,Kepler-989,1,1,0,7.96431535,0.0734,2.21,0.197,5.52,0.0174,M-R relationship,0,74.35,805,0,,5074,0.78,0.82,0.01,[Fe/H],-0.427,4.58,4.68,18.99927,,,,14.4083
Kepler-990 b,Kepler-990,1,2,0,9.91723428,0.0883,2.6,0.232,7.27,0.0229,M-R relationship,0,157.41,903,0,,5948,1.08,1.05,0.01,[Fe/H],-0.05,4.39,3.55,0.6042,,,,14.4949
Kepler-990 c,Kepler-990,1,2,0,0.53835431,0.0127,1.53,0.136,2.96,0.0093,M-R relationship,0,7609.22,2386,0,,5948,1.08,1.05,0.01,[Fe/H],-0.05,4.39,3.55,1.52952,,,,14.4949
Kepler-991 b,Kepler-991,1,1,0,82.5342519,0.3104,2.54,0.227,6.99,0.022,M-R relationship,0,1.37,260,0,,4392,0.61,0.64,-0.25,[Fe/H],-0.831,4.67,3.47,6.80263,,,,15.1476
Kepler-992 b,Kepler-992,1,1,0,20.16034462,0.1339,1.62,0.145,3.26,0.0102,M-R relationship,0,15.29,510,0,,4944,0.74,0.8,-0.04,[Fe/H],-0.57,4.6,3.02,2.48007,,,,13.3901
Kepler-993 b,Kepler-993,1,1,0,22.08557563,0.13,2.97,0.265,9.11,0.0287,M-R relationship,0,3.95,352,0,,3843,0.54,0.57,0.03,[Fe/H],-1.229,4.72,3.89,4.12779,,,,15.9243
Kepler-994 b,Kepler-994,1,1,0,1.15116651,0.0177,1.6,0.143,3.19,0.01,M-R relationship,0,243.98,957,0,,3934,0.54,0.56,-0.13,[Fe/H],-1.139,4.72,3.24,3.8829,,,,14.4653
Kepler-995 b,Kepler-995,1,1,0,28.26731672,0.1701,2.7,0.241,7.75,0.0244,M-R relationship,0,11.92,517,0,,5206,0.8,0.83,-0.07,[Fe/H],-0.419,4.57,5.01,2.6853,,,,14.8814
Kepler-996 b,Kepler-996,1,1,0,3.77059058,0.0474,1.98,0.177,4.58,0.0144,M-R relationship,0,723.08,1272,0,,6014,1.14,1.09,0.03,[Fe/H],0.242,4.36,3.63,3.67551,,,,14.6387
Kepler-997 b,Kepler-997,1,1,0,2.70730672,0.0397,1.36,0.121,2.42,0.00761,M-R relationship,0,1900.13,1709,0,,6150,1.56,1.22,0.05,[Fe/H],0.496,4.14,3.63,0.44755,,,-28.54,11.8477
Kepler-998 b,Kepler-998,1,1,0,5.65377733,0.0626,2.32,0.207,5.99,0.0189,M-R relationship,0,409.92,1020,0,,6058,1.18,1.12,0.07,[Fe/H],0.193,4.34,3.31,5.80107,,,,14.3408
Kepler-999 b,Kepler-999,1,1,0,5.99185702,0.0681,2.34,0.209,6.08,0.0191,M-R relationship,0,740.17,1355,0,,6237,1.65,1.29,0.05,[Fe/H],0.538,4.11,3.09,0.35446,,,-52.35,12.2343
L 168-9 b,L 168-9,1,1,0,1.4015,0.02091,1.39,0.124,4.6,0.01447,Mass,0.21,149.37,965,0,M1 V,3800,0.6,0.62,0.04,[Fe/H],-1.172,4.04,,3.88024,,29.8,,10.2316
L 98-59 b,L 98-59,1,3,0,2.2531,0.02282,0.8,0.071,1.01,0.00318,Mass,0.12,23.9,610,0,M3 V,3412,0.31,0.31,-0.5,[Fe/H],-1.947,4.94,1,15.8,0,78,-5.68,10.5976
L 98-59 c,L 98-59,1,3,0,3.6904,0.0317,1.35,0.12,2.42,0.00761,Mass,0.07,12.4,517,0,M3 V,3412,0.31,0.31,-0.5,[Fe/H],-1.947,4.94,1,15.8,0,78,-5.68,10.5976
L 98-59 d,L 98-59,1,3,0,7.4512,0.0506,1.57,0.14,2.31,0.00727,Mass,0.09,4.85,409,0,M3 V,3412,0.31,0.31,-0.5,[Fe/H],-1.947,4.94,1,15.8,0,78,-5.68,10.5976
LHS 1140 b,LHS 1140,1,2,0,24.736959,0.0936,1.727,0.154,6.98,0.02196,Mass,0.06,0.5,235,0,M4.5 V,3216,0.21,0.18,-0.24,[Fe/H],-2.356,5.04,5,25.99071,,131,-13.23,12.6706
LHS 1140 c,LHS 1140,1,2,0,3.777931,0.02675,1.282,0.114,1.81,0.00569,Mass,0.31,6.16,438,0,M4.5 V,3216,0.21,0.18,-0.24,[Fe/H],-2.356,5.04,5,25.99071,,131,-13.23,12.6706
LHS 1815 b,LHS 1815,1,1,0,3.81433,0.0404,1.088,0.097,8.7,0.02737,Mass,0,17.8,617,0,M1,3643,0.5,0.5,-0.12,[Fe/H],-1.387,4.77,,5.6,,47.8,42.22,11.2362
LHS 3844 b,LHS 3844,1,1,0,0.46292913,0.00622,1.303,0.116,2.25,0.00708,M-R relationship,,70.1,805,0,M5,3036,0.19,0.15,,,-2.565,5.06,,31.73,,,,13.3925
LP 714-47 b,LP 714-47,1,1,0,4.052037,0.0417,4.7,0.419,30.8,0.09691,Mass,0.04,17.22,700,0,M0.0 V,3950,0.58,0.59,0.41,[Fe/H],-1.125,4.64,,3.73287,2,33,-8.04,11.7282
LP 791-18 b,LP 791-18,1,2,0,0.948005,0.00969,1.12,0.1,1.46,0.00459,M-R relationship,0,21.5,650,0,M(6.1+/-0.7) V,2960,0.17,0.14,-0.09,[Fe/H],-2.697,5.12,0.5,31.1,2,,14.1,15.0715
LP 791-18 c,LP 791-18,1,2,0,4.989963,0.029392,2.31,0.206,5.95,0.0187,M-R relationship,0,2.35,370,0,M(6.1+/-0.7) V,2960,0.17,0.14,-0.09,[Fe/H],-2.697,5.12,0.5,31.1,2,,14.1,15.0715
LSPM J2116+0234 b,LSPM J2116+0234,1,1,0,14.4399,0.0876,3.71,0.331,13.3,0.04185,Msini,0.183,,,0,M3.0 V,3475,0.43,0.43,-0.05,[Fe/H],-1.699,4.95,2,7.5179,2,42,,10.8595
LTT 9779 b,LTT 9779,1,1,0,0.792052,0.01679,4.72,0.421,29.32,0.09225,Mass,0,2681.61,1978,0,G7 V,5443,0.95,0.77,0.27,[Fe/H],-0.149,4.35,1.9,1.81,1.06,45,-10.63,9.60006
LkCa 15 b,LkCa 15,1,2,1,,14.7,,,,,Msini,,,,0,,4194,1.61,,0.26,[Fe/H],-0.192,3.65,,,16.82,,,11.5887
LkCa 15 c,LkCa 15,1,2,1,,18.6,,,,,Msini,,,,0,,4194,1.61,,0.26,[Fe/H],-0.192,3.65,,,16.82,,,11.5887
Lupus-TR-3 b,Lupus-TR-3,1,1,0,3.91405,0.0464,9.976,0.89,257.431,0.81,Mass,0,,,0,,5000,0.82,0.87,,,-1.464,4.96,,11.19938,,,,18.765
MASCARA-1 b,MASCARA-1,1,1,0,2.14878,0.043,16.814,1.5,1175.971,3.7,Mass,0,,2570,0,A8,7554,2.1,1.72,0,[Fe/H],1.176,4,1,0.33,109,,,8.24243
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,0,,0.62,1.63,0.146,3.3,0.01,Mass,,,,0,,,,0.06,,,,,,,,,,
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,1,0,,6.5,13.9,1.24,260,0.83,Mass,,,103,0,,,,0.3,,,,,,,,,,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,0,,1.1,5.18,0.462,23.4,0.0736,Mass,,,,0,,,,0.21,,,,,,,,,,
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,0,,2.7,13,1.16,1300,4.1,Mass,,,,0,K,,,0.56,,,,,,,,,,
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,0,2774,3.2,3.21,0.286,10.4,0.0327,Mass,,,,0,,,,0.56,,,,,,,,,,
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,1,0,,2.03,9.64,0.86,67.3,0.212,Mass,,,,0,,,,0.52,,,,,,,,,,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,0,1982,1.8,13.2,1.18,830,2.6,Mass,,,,0,,,,0.19,,,,,,,,,,
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,0,,1.21,12.4,1.11,3500,11,Mass,,,,0,,,,0.16,,,,,,,,,,
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,0,,2.42,14.2,1.27,170,0.54,Mass,,,,0,,,,0.58,,,,,,,,,,
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,0,,0.92,2.99,0.266,9.2,0.029,Mass,,,,0,,,,0.11,,,,,,,,,,
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,0,,1.72,11.1,0.994,86,0.27,Mass,,,,0,,,,0.18,,,,,,,,,,
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,0,,2,13.6,1.21,480,1.5,Mass,,,,0,,5950,,0.67,,,,,,,,,,
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,0,,4.14,5.99,0.535,30,0.09,Mass,,,,0,,,,0.75,,,,,,,,,,
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,0,,0.95,4.29,0.383,17,0.053,Mass,,,,0,,,,0.11,,,,,,,,,,
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,0,,0.69,4.43,0.396,18,0.057,Mass,,,,0,,,,0.15,,,,,,,,,,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,0,547.5,1.1,12.9,1.15,1500,4.8,Mass,,,,0,,,,0.86,,,,,,,,,,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,0,,4.3,12.4,1.11,3690,11.6,Mass,,,,0,,,,0.39,,,,,,,,,,
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,0,,10.2,12.6,1.12,2700,8.4,Mass,,,,0,,,,0.49,,,,,,,,,,
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,0,,0.9,2.48,0.221,6.7,0.0211,Mass,,,,0,,,,0.1,,,,,,,,,,
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,0,,3.03,13.2,1.18,871,2.74,Mass,,,,0,,,,0.88,,,,,,,,,,
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,0,,0.93,1.62,0.144,3.24,0.0102,Mass,,,,0,,,,0.02,,,,,,,,,,
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,0,,0.24,6.42,0.572,33.7,0.106,Mass,,,,0,,,,0.01,,,,,,,,,,
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,0,,1.39,13.2,1.18,890,2.8,Mass,,,,0,,,,0.29,,,,,,,,,,
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,0,,0.95,14.1,1.26,200,0.62,Mass,,,,0,,,,0.15,,,,,,,,,,
MOA-bin-1L b,MOA-bin-1L,1,1,0,,8.3,13,1.16,1200,3.7,Mass,,,,0,,,,0.75,,,,,,,,,,
MOA-bin-29 b,MOA-bin-29,1,1,0,,0.48,14.1,1.26,190,0.6,Mass,,,,0,,,,0.03,,,,,,,,,,
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,0,121.71,0.53,12.7,1.13,2126.2827,6.69,Msini,0.35,,,0,K3 III,4284,39.59,9.06,-0.02,[Fe/H],2.072,2.2,4.15,,,,33.22,9.40374
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,0,511.21,,13.3,1.19,692.8694,2.18,Msini,0.16,,,0,K4 III,4200,21.02,1.37,-0.02,[M/H],2.157,1.8,,,,,34.57,9.25286
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,0,6.959,,12.3,1.1,101.7056,0.32,Msini,0.3,,,0,G5 V,5780,0.99,1.01,0.023,[Fe/H],-0.011,4.44,4.15,1.43409,,,34.19,14.4666
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,0,5.118,,14,1.25,127.132,0.4,Msini,0.28,,,0,G5 V,5725,0.89,0.96,0.03,[Fe/H],-0.018,4.57,4.15,1.12635,,,34.06,14.6201
NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,0,4.087,,14.3,1.27,146.2018,0.46,Msini,0.15,,,0,F9 V,6165,1.22,1.14,-0.046,[M/H],0.289,4.3,,0.83866,,,33.18,13.5888
NGTS-1 b,NGTS-1,1,1,0,2.647298,0.0326,14.908,1.33,258.07796,0.812,Mass,0.016,65.3,790,0,M0.5,3916,0.57,0.62,0,[M/H],-1.153,4.71,,4.4,1,,97.18,14.8661
NGTS-10 b,NGTS-10,1,1,0,0.7668944,0.0143,13.507,1.205,687.14846,2.162,Mass,0,,1332,0,K5 V,4600,0.7,0.7,-0.02,[M/H],-0.757,4.59,10.4,,4,17.29,39.09,14.2604
NGTS-11 b,NGTS-11,1,1,0,35.45533,0.201,9.158,0.817,109.33352,0.344,Mass,0.13,33.16,435,0,K,5050,0.83,0.86,0.22,[Fe/H],-0.395,4.5,3.9,2.109,1.1,,21.41,12.1895
NGTS-12 b,NGTS-12,1,1,0,7.532806,0.0757,11.747,1.048,66.10864,0.208,Mass,0,416,1257,0,G,5690,1.59,1.02,-0.03,[Fe/H],0.338,4.04,9.4,0.359,0.5,,-12.6,12.1279
NGTS-13 b,NGTS-13,1,1,0,4.119027,0.0549,12.801,1.142,1538.2972,4.84,Mass,0.086,1096,1605,0,,5819,1.79,1.3,0.25,[Fe/H],0.517,4.04,4.23,0.31,6.2,,29.35,12.5691
NGTS-2 b,NGTS-2,1,1,0,4.511164,0.063,17.878,1.595,235.1942,0.74,Mass,0,,1468,0,F5 V,6478,1.7,1.64,-0.06,[Fe/H],0.631,4.2,2.17,0.477,15.2,,-26.36,10.8605
NGTS-4 b,NGTS-4,1,1,0,1.3373508,0.019,3.18,0.284,20.6,0.06481,Mass,0,,1650,0,,5143,0.84,0.75,-0.28,[M/H],-0.353,4.5,,1.91,2.75,,111.2,12.9092
NGTS-5 b,NGTS-5,1,1,0,3.3569866,0.0382,12.733,1.136,72.78307,0.229,Mass,0,,952,0,K2 V,4987,0.74,0.66,0.12,[Fe/H],-0.511,4.52,,2.81225,,,-5.52,13.526
NGTS-6 b,NGTS-6,1,1,0,0.882059,0.01677,14.863,1.326,425.57437,1.339,Mass,0,,1284,0,,4730,0.75,0.77,0.11,[Fe/H],-0.592,4.7,9.77,3.9304,2.851,,-19.14,13.8175
NGTS-8 b,NGTS-8,1,1,0,2.4997,0.035,12.218,1.09,295.5819,0.93,Mass,0.01,503,1345,0,K0 V,5241,0.98,0.89,0.24,[Fe/H],-0.21,4.41,12.48,1.23245,3.56,,,13.4954
NGTS-9 b,NGTS-9,1,1,0,4.43527,0.058,11.994,1.07,921.707,2.9,Mass,0.06,729,1448,0,F8 V,6330,1.38,1.34,0.31,[Fe/H],0.389,4.37,0.96,0.64571,6.38,,38.79,12.6547
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,0,,4.3,13.2,1.18,830,2.6,Mass,,,,0,K V,,,0.63,,,,,,,,,,
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,0,,3.6,13,1.16,1200,3.8,Mass,,,55,0,,,,0.46,,,,,,,,,,
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,0,,3.5,3.84,0.343,14.1,0.0444,Mass,,,,0,K5,,,0.69,,,,,,,,,,
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,0,3285,2.6,2.21,0.197,5.5,0.017,Mass,,,50,0,,,,0.22,,,,,,,,,,
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,0,1788.5,2.3,14,1.25,231,0.727,Mass,,,82,0,,,,0.51,,,,,,,,,,
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,0,4927.5,4.5,11.1,0.994,86,0.27,Mass,0.15,,59,0,,,,0.51,,,,,,,,,,
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,0,,2.8,4.72,0.421,20,0.06,Mass,,,,0,,,,0.64,,,,,,,,,,
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,0,,1.7,12.9,1.15,1500,4.6,Mass,,,,0,,,,0.37,,,,,,,,,,
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,0,,8,9.01,0.804,60,0.19,Mass,,,,0,,,,0.41,,,,,,,,,,
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,0,,2.72,14.2,1.27,170,0.53,Mass,,,,0,M,,,0.26,,,,,,,,,,
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,0,,1.89,13.9,1.24,280,0.88,Mass,,,,0,,,,0.21,,,,,,,,,,
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,0,,4,7.72,0.688,46.1,0.145,Mass,,,,0,G5 V,,,1.06,,,,,5,,,,,
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,0,,4.8,13.9,1.24,270,0.86,Mass,,,,0,G5 V,,,1.06,,,,,5,,,,,
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,0,,0.87,13.4,1.2,588,1.85,Mass,,,,0,,,,0.02,,,,,,,,,,
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,0,,3.45,13.2,1.18,868,2.73,Mass,,,,0,,,,0.44,,,,,,,,,,
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,0,,0.74,13.6,1.21,120,0.39,Mass,,,,0,,,,0.34,,,,,,,,,,
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,0,,1.6,14.3,1.27,150,0.47,Mass,,,,0,M V,,,0.29,,,,,,,,,,
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,0,,4.43,8.39,0.748,53.1,0.167,Mass,,,,0,,,,0.4,,,,,,,,,,
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,0,,2.6,6.56,0.585,35,0.11,Mass,,,,0,M V,,,0.57,,,,,,,,,,
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,0,,0.8,12.3,1.1,4100,13,Mass,,,,0,,,,0.1,,,,,,,,,,
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,0,,3.6,11.6,1.03,92,0.29,Mass,,,,0,,,,0.54,,,,,,,,,,
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,0,,0.39,12.5,1.12,3020,9.51,Mass,,,,0,,,,0.29,,,,,,,,,,
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,0,,2.6,14.1,1.26,200,0.64,Mass,,,,0,,,,0.46,,,,,,,,,,
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,0,,1.8,13.2,1.18,860,2.7,Mass,,,,0,,,,0.33,,,,,,,,,,
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,0,,3.11,14.2,1.27,160,0.51,Mass,,,,0,,,,0.71,,,,,,,,,,
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,0,,4.4,13.1,1.17,982,3.09,Mass,,,,0,,,,0.62,,,,,,,,,,
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,0,,1.5,8.59,0.766,55.3,0.174,Mass,,,,0,,,,0.4,,,,,,,,,,
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,0,,1.7,11,0.978,83.7,0.263,Mass,,,,0,,,,0.4,,,,,,,,,,
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,0,,1.75,14.2,1.26,180,0.56,Mass,,,,0,,,,0.51,,,,,,,,,,
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,0,,0.73,14,1.25,230,0.72,Mass,,,,0,,,,0.1,,,,,,,,,,
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,0,,1.6,13.1,1.17,1100,3.4,Mass,,,,0,,,,0.3,,,,,,,,,,
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,0,,2.7,4.86,0.433,21,0.066,Mass,,,,0,,,,0.38,,,,,,,,,,
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,0,,2.07,13.2,1.18,807,2.54,Mass,,,,0,,,,0.34,,,,,,,,,,
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,0,,2.62,4.42,0.394,17.9,0.0563,Mass,,,,0,,,,0.55,,,,,,,,,,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,0,,0.85,14.3,1.28,138,0.433,Mass,,,,0,,,,0.08,,,,,,,,,,
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,0,,5.4,13,1.16,1300,4.1,Mass,,,,0,,,,0.13,,,,,,,,,,
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,0,,1.7,14.3,1.28,140,0.43,Mass,,,,0,,,,0.3,,,,,,,,,,
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,0,1224,2.17,12.3,1.1,4253,13.38,Mass,,,,0,,,,0.88,,,,,,,,,,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,0,,1.16,1.11,0.099,1.43,0.0045,Mass,,,,0,,,,0.08,,,,,,,,,,
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,0,,3.4,13.9,1.24,250,0.79,Mass,,,,0,,,,0.1,,,,,,,,,,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,0,,3.913,1.62,0.145,3.269,0.01029,Mass,,,,0,,,,0.4,,,,,,,,,,
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,0,,2.424,14,1.25,127,0.401,Mass,,,,0,,,,0.25,,,,,,,,,,
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,0,,3.5,14.2,1.27,130,0.41,Mass,,,,0,,,,0.56,,,,,,,,,,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,0,,1.8,2.95,0.263,9,0.028,Mass,,,,0,,,,0.2,,,,,,,,,,
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,0,,4.06,14.2,1.27,160,0.51,Mass,,,,0,,,,0.7,,,,,,,,,,
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,0,,3.92,12.8,1.14,1760,5.53,Mass,,,,0,,,,0.55,,,,,,,,,,
