default_flag,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_radj,pl_masse,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
0,1,1,0.76985490,0.930,,,5173.00,0.82,0.87,0.160,[Fe/H],,4.55,,2.4272,,,
0,1,1,0.76985360,0.910,,,5178.00,0.82,0.88,0.160,[Fe/H],,4.56,,3.2202,,,
0,1,1,0.76985360,0.910,,,5178.00,0.82,0.88,0.160,[Fe/H],,4.56,,3.2202,,,
0,1,1,0.76985446,,,,5084.02,0.78,0.85,0.251,[M/H],-0.435,4.58,,2.5218,,,
1,1,1,0.76985360,0.890,0.079,,5252.00,0.82,0.86,0.000,[Fe/H],,4.55,4.790,,,,
0,1,1,,0.879,0.078,,5076.00,0.78,,,,,,,,,,
0,1,1,6.89226333,2.130,,,5862.00,1.46,1.10,0.160,[Fe/H],,4.15,,3.8914,,,
0,1,1,6.89225223,1.400,,,6046.00,0.93,1.01,-0.200,[Fe/H],,4.51,,4.0506,,,
1,1,1,6.89225223,1.590,0.142,,5936.00,1.04,1.04,-0.040,[Fe/H],,4.42,3.550,,,,
0,1,1,,2.614,0.233,,5868.00,1.80,,,,,,,,,,
0,1,1,6.89226333,,,,5939.00,1.79,1.08,,,0.555,3.97,,0.2654,,,
0,1,1,6.89225223,1.400,,,6046.00,0.93,1.01,-0.200,[Fe/H],,4.51,,4.0506,,,
0,1,1,6.89225000,1.430,,,6059.00,0.96,1.05,,,,4.50,0.400,,,,
0,1,1,6.89225223,1.400,,,6046.00,0.93,1.01,-0.200,[Fe/H],,4.51,,4.0506,,,
0,1,1,6.89223458,,,,5939.00,1.79,1.08,,,0.555,3.97,,0.2654,,,
0,1,1,,2.453,0.219,,5865.00,0.76,,,,,,,,,,
0,1,1,37.94563000,3.010,,,5870.00,0.87,0.96,-0.200,[Fe/H],,4.54,,4.7098,,,
0,1,1,37.94561380,,,,5473.00,0.75,0.96,,,-0.340,4.67,,3.1807,,,
0,1,1,37.94563000,3.010,,,5870.00,0.87,0.96,-0.200,[Fe/H],,4.54,,4.7098,,,
0,1,1,37.94584397,,,,5473.00,0.75,0.96,,,-0.340,4.67,,3.1807,,,
0,1,1,37.94561380,2.790,,,5861.00,0.86,0.96,-0.200,[Fe/H],,4.55,,4.6046,,,
1,1,1,37.94563000,2.990,0.267,,5453.00,0.86,0.90,-0.040,[Fe/H],,4.53,4.170,,,,
0,1,1,37.94563000,3.010,,,5870.00,0.87,0.96,-0.200,[Fe/H],,4.54,,4.7098,,,
0,1,1,37.94498797,,,,5473.00,0.75,0.96,,,-0.340,4.67,,3.1807,,,
0,1,1,37.94523000,3.500,,,5866.00,0.89,1.00,,,,4.54,0.400,,,,
1,1,1,24.17385790,2.450,0.219,,5844.00,1.02,1.01,-0.010,[Fe/H],,4.42,3.800,,,,
0,1,1,24.17385790,1.900,,,5534.00,0.80,0.86,-0.220,[Fe/H],,4.57,,7.0605,,,
0,1,1,24.17385790,1.900,,,5534.00,0.80,0.86,-0.220,[Fe/H],,4.57,,7.0605,,,
0,1,1,24.17534000,1.850,,,5540.00,0.80,0.91,,,,4.59,0.400,,,,
0,1,1,24.17385790,1.900,,,5534.00,0.80,0.86,-0.220,[Fe/H],,4.57,,7.0605,,,
0,1,1,24.17382440,2.210,,,5468.00,0.97,0.91,0.140,[Fe/H],,4.43,,6.9256,,,
0,1,1,,2.068,0.184,,5467.00,0.91,,,,,,,,,,
0,1,1,24.17382440,,,,5593.23,0.93,0.99,-0.313,[M/H],-0.117,4.50,,1.7305,,,
0,1,1,24.17378515,,,,5593.23,0.93,0.99,-0.313,[M/H],-0.117,4.50,,1.7305,,,
0,1,1,106.24754700,1.990,,,5968.00,1.00,0.99,-0.120,[Fe/H],,4.44,,0.3416,,,
0,1,1,106.25599960,,,,5643.00,1.55,1.00,,,0.342,4.06,,0.3776,,,
0,1,1,106.24754700,1.990,,,5968.00,1.00,0.99,-0.120,[Fe/H],,4.44,,0.3416,,,
0,1,1,,3.167,0.283,,5674.00,1.54,,,,,,,,,,
0,1,1,106.24900000,2.200,,,5952.00,1.00,0.99,,,,4.43,4.100,,,,
0,1,1,106.24827038,,,,5643.00,1.55,1.00,,,0.342,4.06,,0.3776,,,
1,1,1,106.24754700,1.900,0.170,,5712.00,0.97,0.98,0.020,[Fe/H],,4.46,4.470,,,,
0,1,1,106.24754700,1.990,,,5968.00,1.00,0.99,-0.120,[Fe/H],,4.44,,0.3416,,,
0,1,1,106.24788200,2.010,,,5679.00,0.97,0.94,0.000,[Fe/H],,4.43,,0.1982,,,
0,1,1,106.24788200,,,,5643.00,1.55,1.00,,,0.342,4.06,,0.3776,,,
0,1,1,31.80551280,,,,5084.79,0.94,0.85,-0.192,[M/H],-0.277,4.42,,1.4592,,,
0,1,1,31.80873536,,,,5084.79,0.94,0.85,-0.192,[M/H],-0.277,4.42,,1.4592,,,
0,1,1,,1.379,0.123,,4734.00,1.15,,,,,,,,,,
0,1,1,31.80634000,0.730,,,4729.00,0.53,0.53,-1.420,[Fe/H],,4.73,,4.9685,,,
0,1,1,31.80551280,0.630,,,4729.00,0.53,0.53,-1.420,[Fe/H],,4.73,,3.0211,,,
0,1,1,31.80634000,0.730,,,4729.00,0.53,0.53,-1.420,[Fe/H],,4.73,,4.9685,,,
1,1,1,31.80634000,1.070,0.095,,4990.00,0.75,0.80,-0.050,[Fe/H],,4.59,4.680,,,,
0,1,1,31.80634000,0.730,,,4729.00,0.53,0.53,-1.420,[Fe/H],,4.73,,4.9685,,,
0,1,1,2.68505749,1.340,,,5266.00,0.83,0.77,-0.180,[Fe/H],,4.48,,21.6335,,,
0,1,1,2.68505445,,,,5207.00,0.74,0.89,,,-0.444,4.65,,3.1368,,,
0,1,1,2.68505800,1.260,,,5264.00,0.83,0.78,,,,4.50,13.900,,,,
0,1,1,,1.307,0.117,,5133.00,0.74,,,,,,,,,,
0,1,1,2.68505749,1.340,,,5266.00,0.83,0.77,-0.180,[Fe/H],,4.48,,21.6335,,,
0,1,1,2.68505749,1.340,,,5266.00,0.83,0.77,-0.180,[Fe/H],,4.48,,21.6335,,,
0,1,1,2.68505683,,,,5207.00,0.74,0.89,,,-0.444,4.65,,3.1368,,,
1,1,1,2.68505749,1.320,0.118,,5212.00,0.81,0.84,-0.030,[Fe/H],,4.56,4.900,,,,
0,1,1,2.68505445,1.460,,,5266.00,0.83,0.77,-0.180,[Fe/H],,4.48,,6.0253,,,
1,1,2,7.51849600,1.960,0.175,,5274.00,1.09,,,,,4.32,,,,,
0,1,2,7.51854537,1.420,,,5064.00,0.86,0.81,0.180,[Fe/H],,4.47,,2.8135,,,
0,1,2,7.51842012,,,,5109.00,0.83,0.86,,,-0.377,4.54,,2.1467,,,
0,1,2,7.51849479,1.410,0.126,,5234.00,0.81,0.85,-0.010,[Fe/H],,4.55,4.680,,,,
0,1,2,7.51849479,1.670,,,5275.00,0.98,0.86,0.200,[Fe/H],,4.39,,2.3782,,,
0,1,2,7.51866000,1.300,,,5181.00,0.79,0.77,,,,4.53,13.900,,,,
0,1,2,,1.343,0.120,,5057.00,0.82,,,,,,,,,,
0,1,2,7.51854537,,,,5109.00,0.83,0.86,,,-0.377,4.54,,2.1467,,,
0,1,2,7.51849479,1.670,,,5275.00,0.98,0.86,0.200,[Fe/H],,4.39,,2.3782,,,
0,1,2,7.51849479,1.670,,,5275.00,0.98,0.86,0.200,[Fe/H],,4.39,,2.3782,,,
0,1,2,20.17202467,,,,5109.00,0.83,0.86,,,-0.377,4.54,,2.1467,,,
0,1,2,20.17202387,7.190,,,5275.00,0.98,0.86,0.200,[Fe/H],,4.39,,6.7738,,,
0,1,2,20.17202387,5.940,0.530,,5234.00,0.81,0.85,-0.010,[Fe/H],,4.55,4.680,,,,
0,1,2,20.17202387,7.190,,,5275.00,0.98,0.86,0.200,[Fe/H],,4.39,,6.7738,,,
0,1,2,20.17202326,,,,5109.00,0.83,0.86,,,-0.377,4.54,,2.1467,,,
0,1,2,20.17202467,6.240,,,5064.00,0.86,0.81,0.180,[Fe/H],,4.47,,5.6551,,,
0,1,2,20.17202773,,,,5109.00,0.83,0.86,,,-0.377,4.54,,2.1467,,,
1,1,2,20.17202000,7.680,0.685,,5274.00,1.09,,,,,4.32,,,,,
0,1,2,20.17201100,6.100,,,5181.00,0.79,0.77,,,,4.53,13.900,,,,
0,1,2,,5.899,0.526,,5057.00,0.82,,,,,,,,,,
0,1,2,20.17202387,7.190,,,5275.00,0.98,0.86,0.200,[Fe/H],,4.39,,6.7738,,,
0,1,1,16.86012860,1.670,,,6205.00,0.97,0.91,-0.580,[Fe/H],,4.42,,0.6606,,,
0,1,1,16.86008050,,,,6163.00,1.42,1.17,,,0.417,4.20,,0.5780,,,
0,1,1,16.85818000,1.770,,,6264.00,1.07,1.12,,,,4.43,1.100,,,,
0,1,1,,2.516,0.224,,6206.00,1.43,,,,,,,,,,
0,1,1,16.85976251,,,,6163.00,1.42,1.17,,,0.417,4.20,,0.5780,,,
0,1,1,16.86008050,1.710,,,6205.00,0.97,0.91,-0.580,[Fe/H],,4.42,,0.3556,,,
0,1,1,16.85983142,,,,6163.00,1.42,1.17,,,0.417,4.20,,0.5780,,,
0,1,1,16.86012860,1.670,,,6205.00,0.97,0.91,-0.580,[Fe/H],,4.42,,0.6606,,,
1,1,1,16.86012860,1.990,0.178,,6077.00,1.14,1.09,0.000,[Fe/H],,4.36,3.090,,,,
0,1,1,16.86012860,1.670,,,6205.00,0.97,0.91,-0.580,[Fe/H],,4.42,,0.6606,,,
0,1,1,4.89343316,,,,6495.28,1.36,1.33,-0.219,[M/H],0.472,4.29,,0.7447,,,
1,1,1,4.89337519,1.570,0.140,,6176.00,1.30,1.17,0.030,[Fe/H],,4.27,3.240,,,,
0,1,1,4.89348900,1.410,,,6333.00,1.25,1.24,,,,4.34,,,,,
0,1,1,4.89332736,,,,6495.28,1.36,1.33,-0.219,[M/H],0.472,4.29,,0.7447,,,
0,1,1,,1.590,0.142,,6689.00,1.33,,,,,,,,,,
0,1,1,4.89337519,1.570,,,6680.00,1.32,1.33,0.070,[Fe/H],,4.32,,1.1581,,,
0,1,1,4.89336495,1.600,,,6688.00,1.35,1.34,0.070,[Fe/H],,4.30,,0.9425,,,
0,1,1,4.89336495,,,,6495.28,1.36,1.33,-0.219,[M/H],0.472,4.29,,0.7447,,,
0,1,1,4.89337519,1.570,,,6680.00,1.32,1.33,0.070,[Fe/H],,4.32,,1.1581,,,
0,1,1,4.89337519,1.570,,,6680.00,1.32,1.33,0.070,[Fe/H],,4.32,,1.1581,,,
0,1,1,11.17360000,1.550,,,5900.00,0.90,1.01,,,,4.53,0.400,,,,
0,1,1,11.17394617,2.050,,,5911.00,0.91,1.01,-0.100,[Fe/H],,4.52,,0.2608,,,
0,1,1,11.17392077,,,,5847.00,1.31,1.06,,,0.256,4.23,,0.6669,,,
1,1,1,11.17394617,2.410,0.215,,5924.00,1.05,1.04,0.010,[Fe/H],,4.41,3.390,,,,
0,1,1,11.17394617,2.050,,,5911.00,0.91,1.01,-0.100,[Fe/H],,4.52,,0.2608,,,
0,1,1,11.17397251,,,,5847.00,1.31,1.06,,,0.256,4.23,,0.6669,,,
0,1,1,,2.357,0.210,,5924.00,1.31,,,,,,,,,,
0,1,1,11.17392077,1.640,,,5911.00,0.91,1.01,-0.100,[Fe/H],,4.52,,2.7370,,,
0,1,1,11.17394617,2.050,,,5911.00,0.91,1.01,-0.100,[Fe/H],,4.52,,0.2608,,,
0,1,1,,4.222,0.377,,5710.00,1.44,,,,,,,,,,
0,1,1,28.50572170,2.550,,,5712.00,0.87,0.94,-0.100,[Fe/H],,4.53,,0.4111,,,
0,1,1,28.50615646,,,,5494.00,1.48,0.96,,,0.255,4.08,,0.4177,,,
0,1,1,28.50572170,,,,5494.00,1.48,0.96,,,0.255,4.08,,0.4177,,,
0,1,1,28.50273000,3.000,,,5688.00,0.87,0.93,,,,4.52,3.500,,,,
0,1,1,28.50571890,2.430,,,5712.00,0.87,0.94,-0.100,[Fe/H],,4.53,,1.0409,,,
0,1,1,28.50571890,2.430,,,5712.00,0.87,0.94,-0.100,[Fe/H],,4.53,,1.0409,,,
0,1,1,28.50571890,2.430,,,5712.00,0.87,0.94,-0.100,[Fe/H],,4.53,,1.0409,,,
0,1,1,28.50597485,,,,5494.00,1.48,0.96,,,0.255,4.08,,0.4177,,,
1,1,1,28.50571890,2.820,0.252,,5765.00,0.99,1.00,0.040,[Fe/H],,4.45,4.270,,,,
0,1,1,53.59914590,,,,5922.00,1.02,1.08,,,0.065,4.45,,1.4173,,,
0,1,1,53.59887191,,,,5922.00,1.02,1.08,,,0.065,4.45,,1.4173,,,
0,1,1,53.59910440,2.570,,,6319.00,1.03,1.08,-0.220,[Fe/H],,4.45,,0.8758,,,
0,1,1,53.59923000,2.800,,,6322.00,1.08,1.14,,,,4.43,0.500,,,,
1,1,1,53.59910440,2.680,0.239,,5983.00,1.07,1.05,-0.040,[Fe/H],,4.41,3.550,,,,
0,1,1,53.59910440,2.570,,,6319.00,1.03,1.08,-0.220,[Fe/H],,4.45,,0.8758,,,
0,1,1,53.59889507,,,,5922.00,1.02,1.08,,,0.065,4.45,,1.4173,,,
0,1,1,53.59910440,2.570,,,6319.00,1.03,1.08,-0.220,[Fe/H],,4.45,,0.8758,,,
0,1,1,53.59914590,2.490,,,6319.00,1.03,1.08,-0.220,[Fe/H],,4.45,,0.6857,,,
0,1,1,,2.455,0.219,,6319.00,1.02,,,,,,,,,,
0,1,1,104.35189760,1.440,,,5754.00,0.94,1.06,0.210,[Fe/H],,4.51,,19.8328,,,
0,1,1,104.35081953,,,,5867.00,1.34,1.06,,,0.282,4.21,,0.6226,,,
1,1,1,104.35189760,1.330,0.119,,5622.00,0.87,0.96,-0.040,[Fe/H],,4.54,1.550,,,,
0,1,1,104.35196240,,,,5867.00,1.34,1.06,,,0.282,4.21,,0.6226,,,
0,1,1,104.35189760,1.440,,,5754.00,0.94,1.06,0.210,[Fe/H],,4.51,,19.8328,,,
0,1,1,,2.187,0.195,,5657.00,1.37,,,,,,,,,,
0,1,1,104.35196240,1.390,,,5650.00,0.87,0.97,0.020,[Fe/H],,4.55,,11.2457,,,
0,1,1,16.07671404,,,,5466.11,1.20,0.96,0.112,[M/H],0.064,4.26,,0.7835,,,
0,1,1,16.07677615,2.360,,,5957.00,0.97,1.08,0.070,[Fe/H],,4.50,,12.8622,,,
0,1,1,16.07677615,2.360,,,5957.00,0.97,1.08,0.070,[Fe/H],,4.50,,12.8622,,,
0,1,1,16.07673148,2.140,,,5957.00,0.97,1.08,0.070,[Fe/H],,4.50,,13.2116,,,
0,1,1,16.07673148,,,,5466.11,1.20,0.96,0.112,[M/H],0.064,4.26,,0.7835,,,
1,1,1,16.07677615,2.230,0.199,,5635.00,0.93,0.95,0.000,[Fe/H],,4.49,4.470,,,,
0,1,1,,2.438,0.218,,5975.00,1.11,,,,,,,,,,
0,1,1,16.07677000,2.100,,,5916.00,0.91,1.01,,,,4.53,0.300,,,,
0,1,1,16.07677615,2.360,,,5957.00,0.97,1.08,0.070,[Fe/H],,4.50,,12.8622,,,
0,1,1,18.87058705,,,,5882.00,1.13,1.07,,,0.136,4.36,,1.0567,,,
0,1,1,18.87061000,2.260,,,6106.00,0.98,1.07,,,,4.49,0.400,,,,
0,1,1,18.87064068,2.330,,,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,4.9113,,,
0,1,1,18.87064068,2.330,,,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,4.9113,,,
1,1,1,18.87064068,2.610,0.233,,5975.00,1.09,1.06,-0.010,[Fe/H],,4.39,3.390,,,,
0,1,1,18.87058705,2.670,,,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,0.5693,,,
0,1,1,18.87060702,,,,5882.00,1.13,1.07,,,0.136,4.36,,1.0567,,,
0,1,1,,3.016,0.269,,6105.00,1.07,,,,,,,,,,
0,1,1,18.87060067,,,,5882.00,1.13,1.07,,,0.136,4.36,,1.0567,,,
0,1,1,18.87064068,2.330,,,6103.00,0.95,1.03,-0.200,[Fe/H],,4.50,,4.9113,,,
0,1,1,17.13695430,2.170,,,6217.00,1.09,1.10,-0.040,[Fe/H],,4.41,,0.5832,,,
0,1,1,17.13694080,,,,5908.00,1.51,1.07,,,0.398,4.11,,0.4390,,,
0,1,1,17.13695430,2.170,,,6217.00,1.09,1.10,-0.040,[Fe/H],,4.41,,0.5832,,,
0,1,1,17.13694080,2.050,,,6218.00,1.08,1.11,-0.040,[Fe/H],,4.42,,0.5765,,,
0,1,1,,2.855,0.255,,6222.00,1.50,,,,,,,,,,
0,1,1,17.13689021,,,,5908.00,1.51,1.07,,,0.398,4.11,,0.4390,,,
1,1,1,17.13695430,2.080,0.186,,5913.00,1.06,1.04,0.000,[Fe/H],,4.40,4.170,,,,
0,1,1,17.13756000,2.300,,,6195.00,1.05,1.09,,,,4.43,1.500,,,,
0,1,1,17.13661273,,,,5908.00,1.51,1.07,,,0.398,4.11,,0.4390,,,
0,1,1,17.13695430,2.170,,,6217.00,1.09,1.10,-0.040,[Fe/H],,4.41,,0.5832,,,
0,1,1,3.78861833,1.230,,,5560.00,1.04,0.94,0.160,[Fe/H],,4.38,,1.4247,,,
0,1,1,3.78858982,1.790,,,5919.00,1.17,1.09,0.180,[Fe/H],,4.34,,0.0298,,,
0,1,1,3.78861833,,,,5572.03,1.12,0.98,0.364,[M/H],0.041,4.33,,0.9710,,,
0,1,1,,1.265,0.113,,5559.00,1.07,,,,,,,,,,
0,1,1,3.78858982,1.790,,,5919.00,1.17,1.09,0.180,[Fe/H],,4.34,,0.0298,,,
0,1,1,3.78858982,1.790,,,5919.00,1.17,1.09,0.180,[Fe/H],,4.34,,0.0298,,,
0,1,1,3.78859972,,,,5572.03,1.12,0.98,0.364,[M/H],0.041,4.33,,0.9710,,,
1,1,1,3.78858982,1.770,0.158,,6012.00,1.16,1.11,0.080,[Fe/H],,4.36,3.390,,,,
0,1,1,3.78875300,1.230,,,5817.00,1.10,0.94,,,,4.33,8.900,,,,
0,1,2,2.42208445,4.480,0.400,,5825.00,1.03,1.01,0.010,[Fe/H],,4.42,3.630,,,,
0,1,2,,4.283,0.382,,5595.00,1.00,,,,,,,,,,
0,1,2,2.42208445,3.600,,,5588.00,0.83,0.91,-0.100,[Fe/H],,4.56,,1.3549,,,
0,1,2,2.42208445,3.600,,,5588.00,0.83,0.91,-0.100,[Fe/H],,4.56,,1.3549,,,
0,1,2,2.42207960,3.620,,,5570.00,0.81,0.92,,,,4.58,0.400,,,,
0,1,2,2.42208458,,,,5586.00,1.02,0.99,,,-0.037,4.41,,1.3012,,,
0,1,2,2.42208445,3.600,,,5588.00,0.83,0.91,-0.100,[Fe/H],,4.56,,1.3549,,,
0,1,2,2.42208359,,,,5586.00,1.02,0.99,,,-0.037,4.41,,1.3012,,,
0,1,2,2.42208419,3.550,,,5598.00,0.83,0.93,-0.100,[Fe/H],,4.57,,1.3711,,,
1,1,2,2.42208200,3.600,0.321,,5595.00,0.84,,,,,4.57,,,,,
0,1,2,2.42208419,,,,5586.00,1.02,0.99,,,-0.037,4.41,,1.3012,,,
0,1,2,4.12512093,0.900,,,5588.00,0.83,0.91,-0.100,[Fe/H],,4.56,,1.3991,,,
0,1,2,4.12502000,0.870,,,5570.00,0.81,0.92,,,,4.58,0.400,,,,
0,1,2,4.12511935,0.880,,,5598.00,0.83,0.93,-0.100,[Fe/H],,4.57,,1.3711,,,
1,1,2,4.12510300,0.920,0.082,,5595.00,0.84,,,,,4.57,,,,,
0,1,2,4.12512093,1.120,0.100,,5825.00,1.03,1.01,0.010,[Fe/H],,4.42,3.630,,,,
0,1,2,4.12512093,0.900,,,5588.00,0.83,0.91,-0.100,[Fe/H],,4.56,,1.3991,,,
0,1,2,4.12512093,0.900,,,5588.00,0.83,0.91,-0.100,[Fe/H],,4.56,,1.3991,,,
0,1,2,4.12511935,,,,5586.00,1.02,0.99,,,-0.037,4.41,,1.3012,,,
0,1,2,,1.067,0.095,,5595.00,1.00,,,,,,,,,,
0,1,1,10.45843441,1.260,,,4702.00,0.69,0.68,-0.180,[Fe/H],,4.59,,2.1330,,,
0,1,1,,1.089,0.097,,4625.00,0.65,,,,,,,,,,
0,1,1,10.45844730,,,,4521.62,0.71,0.71,-0.264,[M/H],-0.727,4.59,,2.8552,,,
0,1,1,10.45854000,1.300,,,4698.00,0.65,0.67,,,,4.64,13.700,,,,
0,1,1,10.45839865,1.250,,,4641.00,0.75,0.73,0.160,[Fe/H],,4.56,,2.9460,,,
1,1,1,10.45843441,1.330,0.119,,4730.00,0.72,0.76,-0.020,[Fe/H],,4.62,3.980,,,,
0,1,1,10.45843441,1.260,,,4702.00,0.69,0.68,-0.180,[Fe/H],,4.59,,2.1330,,,
0,1,1,10.45843441,1.260,,,4702.00,0.69,0.68,-0.180,[Fe/H],,4.59,,2.1330,,,
0,1,1,10.45847283,,,,4521.62,0.71,0.71,-0.264,[M/H],-0.727,4.59,,2.8552,,,
0,1,1,10.45839865,,,,4521.62,0.71,0.71,-0.264,[M/H],-0.727,4.59,,2.8552,,,
0,1,1,5.60014851,1.520,,,5477.00,0.81,0.91,-0.060,[Fe/H],,4.57,,2.2631,,,
0,1,1,5.60013327,,,,5336.00,0.90,0.92,,,-0.226,4.49,,1.7679,,,
0,1,1,5.60014851,1.520,,,5477.00,0.81,0.91,-0.060,[Fe/H],,4.57,,2.2631,,,
0,1,1,5.60013327,1.730,,,5288.00,0.98,0.86,0.180,[Fe/H],,4.39,,2.6581,,,
0,1,1,,1.612,0.144,,5276.00,0.91,,,,,,,,,,
0,1,1,5.60014851,1.520,,,5477.00,0.81,0.91,-0.060,[Fe/H],,4.57,,2.2631,,,
1,1,1,5.60014851,1.510,0.135,,5308.00,0.81,0.85,-0.080,[Fe/H],,4.56,4.570,,,,
0,1,1,5.60019120,,,,5336.00,0.90,0.92,,,-0.226,4.49,,1.7679,,,
0,1,1,5.59979000,1.380,,,5432.00,0.78,0.88,,,,4.60,0.600,,,,
1,1,1,25.20347870,2.360,0.211,,5438.00,0.83,0.86,-0.160,[Fe/H],,4.55,4.470,,,,
0,1,1,25.20299395,,,,5511.00,0.95,0.97,,,-0.128,4.47,,1.6137,,,
0,1,1,25.20347870,2.570,,,5831.00,0.92,1.02,0.000,[Fe/H],,4.52,,2.3347,,,
0,1,1,25.20335612,,,,5511.00,0.95,0.97,,,-0.128,4.47,,1.6137,,,
0,1,1,25.20330000,2.200,,,5796.00,0.87,0.98,,,,4.55,0.400,,,,
0,1,1,25.20341280,2.420,,,5831.00,0.92,1.02,0.000,[Fe/H],,4.52,,2.3817,,,
0,1,1,25.20347870,2.570,,,5831.00,0.92,1.02,0.000,[Fe/H],,4.52,,2.3347,,,
0,1,1,25.20347870,2.570,,,5831.00,0.92,1.02,0.000,[Fe/H],,4.52,,2.3347,,,
0,1,1,25.20341280,,,,5511.00,0.95,0.97,,,-0.128,4.47,,1.6137,,,
0,1,1,,2.569,0.229,,5837.00,0.98,,,,,,,,,,
0,1,1,2.83265213,1.130,,,6072.00,1.05,1.03,-0.080,[Fe/H],,4.41,,1.6489,,,
0,1,1,2.83265690,,,,5856.28,1.45,1.06,0.059,[M/H],0.351,4.14,,0.4855,,,
0,1,1,2.83261700,1.350,,,6050.00,1.04,1.03,,,,4.41,3.500,,,,
0,1,1,2.83265213,1.130,,,6072.00,1.05,1.03,-0.080,[Fe/H],,4.41,,1.6489,,,
0,1,1,2.83264725,,,,5856.28,1.45,1.06,0.059,[M/H],0.351,4.14,,0.4855,,,
0,1,1,2.83265213,1.130,,,6072.00,1.05,1.03,-0.080,[Fe/H],,4.41,,1.6489,,,
0,1,1,,1.521,0.136,,5851.00,1.41,,,,,,,,,,
1,1,1,2.83265213,1.320,0.118,,5908.00,1.21,1.08,0.120,[Fe/H],,4.31,5.010,,,,
0,1,1,2.83264725,1.370,,,5865.00,1.27,1.09,0.160,[Fe/H],,4.27,,1.6223,,,
0,1,1,16.22378479,,,,5461.94,,,0.012,[M/H],,,,,,,
0,1,1,16.22357095,,,,5461.94,,,0.012,[M/H],,,,,,,
0,1,1,16.22371307,1.840,,,5851.00,1.11,0.90,-0.260,[Fe/H],,4.30,,9.0931,,,
0,1,1,16.22371541,,,,5461.94,,,0.012,[M/H],,,,,,,
0,1,1,16.22371307,1.840,,,5851.00,1.11,0.90,-0.260,[Fe/H],,4.30,,9.0931,,,
1,1,1,16.22371307,1.510,0.135,,5590.00,0.92,0.94,0.000,[Fe/H],,4.49,4.790,,,,
0,1,1,16.22378479,1.510,,,5547.00,0.93,0.90,0.000,[Fe/H],,4.46,,6.6046,,,
0,1,1,16.22391000,1.900,,,5862.00,1.15,0.96,,,,4.30,8.600,,,,
0,1,1,16.22371307,1.840,,,5851.00,1.11,0.90,-0.260,[Fe/H],,4.30,,9.0931,,,
0,1,1,8.49640437,,,,5043.00,0.78,0.84,,,-0.446,4.57,,2.4588,,,
0,1,1,8.49642241,2.110,,,5093.00,0.71,0.71,-0.380,[Fe/H],,4.59,,6.9339,,,
0,1,1,8.49644900,2.300,,,5132.00,0.75,0.77,,,,4.58,9.800,,,,
0,1,1,8.49640437,2.140,,,5093.00,0.71,0.71,-0.380,[Fe/H],,4.59,,3.5604,,,
0,1,1,8.49640674,,,,5043.00,0.78,0.84,,,-0.446,4.57,,2.4588,,,
0,1,1,8.49642241,2.110,,,5093.00,0.71,0.71,-0.380,[Fe/H],,4.59,,6.9339,,,
0,1,1,8.49642241,2.110,,,5093.00,0.71,0.71,-0.380,[Fe/H],,4.59,,6.9339,,,
1,1,1,8.49642241,2.080,0.186,,4965.00,0.71,0.74,-0.250,[Fe/H],,4.61,4.470,,,,
0,1,1,,2.505,0.223,,5093.00,0.83,,,,,,,,,,
0,1,1,66.18490310,2.010,,,5893.00,0.87,0.95,-0.260,[Fe/H],,4.54,,5.3407,,,
1,1,1,66.18490310,2.230,0.199,,5756.00,0.97,0.98,0.000,[Fe/H],,4.46,3.980,,,,
0,1,1,66.18320000,2.000,,,5900.00,0.90,1.00,,,,4.53,0.600,,,,
0,1,1,66.18490310,2.010,,,5893.00,0.87,0.95,-0.260,[Fe/H],,4.54,,5.3407,,,
0,1,1,66.18419894,,,,5720.00,0.96,1.02,,,-0.047,4.48,,1.6022,,,
0,1,1,,2.667,0.238,,5642.00,0.96,,,,,,,,,,
0,1,1,66.18490310,2.010,,,5893.00,0.87,0.95,-0.260,[Fe/H],,4.54,,5.3407,,,
0,1,1,66.18404616,,,,5720.00,0.96,1.02,,,-0.047,4.48,,1.6022,,,
0,1,1,66.18436460,,,,5720.00,0.96,1.02,,,-0.047,4.48,,1.6022,,,
0,1,1,66.18436460,2.720,,,5640.00,0.98,0.98,0.140,[Fe/H],,4.45,,0.6088,,,
0,1,1,2.03231886,,,,4552.00,0.75,0.72,,,-0.666,4.55,,2.4321,,,
0,1,1,2.03231603,,,,4552.00,0.75,0.72,,,-0.666,4.55,,2.4321,,,
1,1,1,2.03231845,1.250,0.112,,4708.00,0.72,0.78,0.060,[Fe/H],,4.62,2.690,,,,
0,1,1,2.03231700,1.130,,,4661.00,0.64,0.66,,,,4.65,14.000,,,,
0,1,1,,1.118,0.100,,4762.00,0.68,,,,,,,,,,
0,1,1,2.03231845,1.150,,,4555.00,0.64,0.65,-0.300,[Fe/H],,4.64,,7.7553,,,
0,1,1,2.03231886,1.120,,,4670.00,0.68,0.76,0.060,[Fe/H],,4.63,,11.5263,,,
0,1,1,2.03231845,1.150,,,4555.00,0.64,0.65,-0.300,[Fe/H],,4.64,,7.7553,,,
